Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
BCBP,B C B Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,17.75,0,0,36,67.2,83,95,A+,C,A-,95
BHB,Bar Harbor Bankshares,BANKS,Banks-Northeast,14,AMEX,30.09,-0.4,-0.12,33,106.1,68,85,A+,C,B,86
BLFY,Blue Foundry Bancorp,BANKS,Banks-Northeast,14,NASDAQ,14.55,-0.7,-0.1,39,-49,2,87,A+,E,B+,65
BPRN,The Bank of Princeton,BANKS,Banks-Northeast,14,NASDAQ,31.53,-1.6,-0.52,23,185.5,80,87,A+,B,B,96
BSBK,Bogota Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,10,0,0,0,0,42,69,A+,C,D-,76
BWFG,Bankwell Financial Group,BANKS,Banks-Northeast,14,NASDAQ,33.84,-0.5,-0.16,2,-83.1,78,95,A+,B,B,98
CAC,Camden National Corp,BANKS,Banks-Northeast,14,NASDAQ,49.32,0,-0.02,27,15.8,63,85,A+,C,B,86
CATC,Cambridge Bancorp,BANKS,Banks-Northeast,14,NASDAQ,89.1,-0.7,-0.66,7,-18.9,66,77,A+,B,B-,85
CBFV,C B Financial Services,BANKS,Banks-Northeast,14,NASDAQ,25.6,3,0.75,16,239,49,88,A+,C,B+,89
CBNK,Capital Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,24.97,-0.2,-0.06,10,-37.7,84,92,A+,A,C,93
CBU,Community Bank System,BANKS,Banks-Northeast,14,NYSE,70.86,-1.2,-0.84,110,-0.4,56,55,A+,B,D-,68
CCNE,C N B Financial Corp Pa,BANKS,Banks-Northeast,14,NASDAQ,26.5,-0.2,-0.05,19,-16.7,82,85,A+,B,C+,90
CFG,Citizens Financial Group,BANKS,Banks-Northeast,14,NYSE,53.29,0.7,0.35,4688,27.8,91,92,A+,C,B,92
CFSB,C F S B Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,10.36,-0.3,-0.03,44,-34.3,39,75,A+,D,-,71
CHMG,Chemung Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,45.61,-0.3,-0.12,1,-78.7,87,83,A+,B,C+,90
CLBK,Columbia Financial Inc,BANKS,Banks-Northeast,14,NASDAQ,21.4,0.8,0.17,90,-5.7,79,92,A+,C,B,92
CNOB,Connectone Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,32.81,-0.4,-0.15,74,-31.5,81,91,A+,C,D-,87
CUBI,Customers Bancorp Inc,BANKS,Banks-Northeast,14,NYSE,59.5,1.4,0.84,186,-55.2,95,98,A+,A,E,92
CVLY,Codorus Valley Bancorp,BANKS,Banks-Northeast,14,NASDAQ,21.65,0.7,0.14,0,-99.2,41,85,A+,D,C,73
CZNC,Citizens & Northern Corp,BANKS,Banks-Northeast,14,NASDAQ,25.02,0,-0.01,19,39,69,77,A+,B,E,77
DCOM,Dime Community Bancshrs,BANKS,Banks-Northeast,14,NASDAQ,34.24,-1.3,-0.46,78,-18.2,85,81,A+,A,C+,96
EBC,Eastern Bankshares Inc,BANKS,Banks-Northeast,14,NASDAQ,20.95,-0.8,-0.16,423,-8.1,89,84,A+,C,B,94
EBTC,Enterprise Bancorp Mass,BANKS,Banks-Northeast,14,NASDAQ,39.95,-1.7,-0.68,8,-14.6,75,94,A+,B,B-,92
EGBN,Eagle Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,59.73,-0.5,-0.28,47,-23,68,89,A+,C,A-,90
EMCF,Emclaire Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,28.95,0.2,0.06,0,-45.5,78,81,A+,C,C,86
EVBN,Evans Bancorp Inc,BANKS,Banks-Northeast,14,AMEX,43.35,-0.4,-0.16,13,108.6,84,92,A+,B,C+,95
FCF,First Commonwealth Finl,BANKS,Banks-Northeast,14,NYSE,16.63,-0.4,-0.07,348,15.7,84,92,A+,B,B-,91
FDBC,Fidelity D&D Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,51,-1.5,-0.77,1,-77.5,89,55,A+,A,D,86
FFIC,Flushing Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,23.65,-0.1,-0.03,105,51.9,79,81,A+,B,D-,88
FISI,Financial Institutions,BANKS,Banks-Northeast,14,NASDAQ,32.35,-0.9,-0.28,35,19.1,92,84,A+,A,B,95
FLIC,First Long Island Corp,BANKS,Banks-Northeast,14,NASDAQ,21.82,-0.4,-0.09,42,18.5,57,84,A+,C,B+,82
FNB,F N B Corp,BANKS,Banks-Northeast,14,NYSE,13.13,-0.2,-0.03,1575,-7.2,68,88,A+,C,D-,78
FNCB,F N C B Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,9.01,0.1,0.01,8,-14.3,77,91,A+,B,B,93
FNLC,First Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,31.2,-1.8,-0.56,10,-18.2,91,88,A+,A,D+,94
FRAF,Franklin Financial Svcs,BANKS,Banks-Northeast,14,NASDAQ,33.75,-0.7,-0.25,1,-47.7,82,86,A+,B,D+,92
FRBA,First Bank NJ,BANKS,Banks-Northeast,14,NASDAQ,14.31,0,-0.01,20,8.5,91,88,A+,B,C+,93
FRBK,Republic First Bancorp,BANKS,Banks-Northeast,14,NASDAQ,5.16,0.3,0.02,1617,565.5,67,98,A+,B,A,96
FULT,Fulton Financial Corp Pa,BANKS,Banks-Northeast,14,NASDAQ,18.2,0.1,0.01,563,-15.5,79,90,A+,B,D+,87
FUNC,First United Corp,BANKS,Banks-Northeast,14,NASDAQ,19.51,-1.4,-0.29,1,-82.2,93,85,A+,B,B-,98
GBNY,Generations Bancorp NY,BANKS,Banks-Northeast,14,NASDAQ,11.81,0.3,0.04,1,-48.6,13,88,A+,C,D,66
GLBZ,Glen Burnie Bancorp,BANKS,Banks-Northeast,14,NASDAQ,11.79,-5.2,-0.65,2,-10,75,75,A+,D,C+,85
HIFS,Hingham Instn Svgs Ma,BANKS,Banks-Northeast,14,NASDAQ,375,-2.3,-9,0,-97.1,71,95,A+,A,C-,93
HONE,Harborone Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,14.33,0.1,0.01,119,21.1,75,81,A+,C,E,78
HVBC,H V Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,20.9,0,0,0,0,56,69,A+,B,E,72
INDB,Independent Bank Corp Ma,BANKS,Banks-Northeast,14,NASDAQ,83.07,-1.3,-1.09,67,-35.8,82,77,A+,B,B+,93
LBAI,Lakeland Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,18.78,-0.9,-0.18,77,-38.7,90,89,A+,C,A+,93
MCB,Metropolitan Bank Hldg,BANKS,Banks-Northeast,14,NYSE,102.63,-0.6,-0.6,42,-52.8,94,98,A+,A,D-,99
MPB,Mid Penn Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,28.7,-2.1,-0.61,16,-70.6,78,86,A+,A,C,94
MRBK,Meridian Corp,BANKS,Banks-Northeast,14,NASDAQ,36.91,0,0.01,21,75.3,75,97,A+,B,B-,93
MTB,M & T Bank Corp,BANKS,Banks-Northeast,14,NYSE,175.58,1.6,2.73,789,-14.9,66,91,A+,C,C,83
NBN,Northeast Bank,BANKS,Banks-Northeast,14,NASDAQ,38.01,0.9,0.34,8,-65.6,94,95,A+,A,B-,97
NBTB,N B T Bancorp,BANKS,Banks-Northeast,14,NASDAQ,38.4,-0.3,-0.13,74,6.6,74,81,A+,B,D,85
NWFL,Norwood Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,28.01,-2.4,-0.68,14,158.4,87,88,A+,A,B,94
OBT,Orange County Bancorp,BANKS,Banks-Northeast,14,NASDAQ,40.54,-1.1,-0.46,0,-98.7,99,91,A+,A,A-,98
ORRF,Orrstown Financial Svcs,BANKS,Banks-Northeast,14,NASDAQ,24.18,-2.4,-0.59,24,97.9,77,87,A+,C,D+,87
PBBK,PB Bankshares Inc,BANKS,Banks-Northeast,14,NASDAQ,13.8,0,0,0,0,69,77,A+,D,D+,84
PBFS,Pioneer Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,11.49,-0.2,-0.02,5,-42.7,20,52,A+,E,C,50
PBIP,Prudential Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,14.2,-0.3,-0.04,0,-87.9,79,72,A+,D,D+,78
PCSB,P C S B Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,18.92,-0.1,-0.02,9,-73.2,97,84,A+,C,D-,95
PDLB,Ponce Financial Grp Inc,BANKS,Banks-Northeast,14,NASDAQ,10.71,0.1,0.01,141,363.8,34,28,A+,B,D-,53
PFIS,Peoples Financial Svcs,BANKS,Banks-Northeast,14,NASDAQ,49.67,-1.5,-0.78,3,-75.5,90,90,A+,A,B-,96
PFS,Provident Financial Svcs,BANKS,Banks-Northeast,14,NYSE,23.79,-1.6,-0.38,156,2.3,59,83,A+,B,C+,83
PGC,Peapack Gladstone Finl,BANKS,Banks-Northeast,14,NASDAQ,37.34,0.5,0.19,32,30.6,72,93,A+,B,A-,96
PKBK,Parke Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,24,-0.8,-0.19,15,7.2,91,91,A+,A,B,95
PNBK,Patriot National Bancorp,BANKS,Banks-Northeast,14,NASDAQ,15.2,-1.6,-0.25,0,-95.5,69,98,A+,E,B-,87
PTRS,Partners Bancorp,BANKS,Banks-Northeast,14,NASDAQ,10.09,-0.3,-0.03,4,-65.5,91,95,A+,C,B+,93
PVBC,Provident Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,17.4,-3.1,-0.56,36,70.8,51,90,A+,B,B+,89
PWOD,Penns Woods Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,24.28,0.3,0.08,5,-49.5,69,75,A+,C,C+,80
RNDB,Randolph Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,25.02,0.1,0.02,39,814,10,91,A+,C,B,70
SAL,Salisbury Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,57.01,0.5,0.31,0,-87.2,87,93,A+,B,B-,95
SASR,Sandy Spring Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,47.4,-0.7,-0.32,96,-14.9,70,87,A+,B,C,87
SBNY,Signature Bank,BANKS,Banks-Northeast,14,NASDAQ,317.63,-0.3,-1,479,-31.3,83,96,A+,A,E,96
SHBI,Shore Bancshares Inc,BANKS,Banks-Northeast,14,NASDAQ,20.01,-0.5,-0.11,8,-77,78,92,A+,B,B-,92
STBA,S & T Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,30.9,-0.8,-0.25,58,2.1,57,72,A+,C,B,76
TBBK,Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,31.04,2.2,0.67,403,62.6,91,94,A+,A,B+,98
TCFC,Community Financial Crp,BANKS,Banks-Northeast,14,NASDAQ,40.2,0.8,0.3,3,-40.2,88,91,A+,C,C,92
TMP,Tompkins Financial Corp,BANKS,Banks-Northeast,14,AMEX,79.74,-1.4,-1.17,20,32.6,53,77,A+,C,C-,73
TSC,TriState Capital Hld Inc,BANKS,Banks-Northeast,14,NASDAQ,32.71,0.8,0.27,176,-14.3,84,96,A+,B,B+,98
UNB,Union Bankshares Inc,BANKS,Banks-Northeast,14,NASDAQ,30.78,0.6,0.18,2,-38.8,67,52,A+,B,D-,72
UNTY,Unity Bancorp Inc,BANKS,Banks-Northeast,14,NASDAQ,29.14,-1.2,-0.36,29,101.2,94,95,A+,A,B+,95
UVSP,Univest Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,30.17,-0.6,-0.18,45,-3.2,61,86,A+,B,B-,86
VLY,Valley National Bancorp,BANKS,Banks-Northeast,14,NASDAQ,13.87,0,-0.01,1298,-6.7,78,83,A+,C,B-,88
WASH,Washington Tr Bancorp,BANKS,Banks-Northeast,14,NASDAQ,57.21,-0.6,-0.36,28,-6.3,66,89,A+,C,D-,80
WBS,Webster Financial Corp,BANKS,Banks-Northeast,14,NYSE,59.49,-1.3,-0.76,2060,175,86,89,A+,C,C-,89
WMPN,William Penn Bancorp,BANKS,Banks-Northeast,14,NASDAQ,12.59,-0.2,-0.02,14,15.4,78,81,A+,C,B+,90
WVFC,W V S Financial Corp,BANKS,Banks-Northeast,14,NASDAQ,15.3,-2.2,-0.34,2,1002,33,60,A+,D,C,63
ABCB,Ameris Bancorp,BANKS,Banks-Southeast,28,NASDAQ,49.18,0.9,0.42,353,63.4,63,55,A,C,C-,69
ACBI,Atlantic Capital Bancshr,BANKS,Banks-Southeast,28,NASDAQ,30.39,0.2,0.08,70,-15.3,94,94,A,A,C,96
AFBI,Affinity Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,15,-3.2,-0.49,10,109.6,51,93,A,B,C+,83
AMNB,American National Bnkshr,BANKS,Banks-Southeast,28,NASDAQ,37.63,0.2,0.08,16,53.9,87,87,A,B,B,93
AMTB,Amerant Bancorp Inc Cl A,BANKS,Banks-Southeast,28,NASDAQ,34.53,-3.7,-1.35,59,-43.6,51,99,A,D,A-,93
AUB,Atlantic UnionBankshares,BANKS,Banks-Southeast,28,NASDAQ,40.23,-2.7,-1.12,240,20.5,66,89,A,C,B,84
AUBN,Auburn National Bancorp,BANKS,Banks-Southeast,28,NASDAQ,33.7,1.8,0.6,1,-43,45,42,A,C,C,51
BAFN,Bayfirst Financial Corp,BANKS,Banks-Southeast,28,NASDAQ,21.5,0,0,0,-81.6,34,33,A,B,E,55
BKSC,Bank Of South Carol Corp,BANKS,Banks-Southeast,28,NASDAQ,20.63,1.9,0.39,6,127.3,49,72,A,B,B+,84
BOTJ,Bank of the James Fincl,BANKS,Banks-Southeast,28,NASDAQ,16,5.7,0.87,6,169.6,90,60,A,C,C-,73
BPOP,Popular Inc,BANKS,Banks-Southeast,28,NASDAQ,91.39,-0.9,-0.83,385,3.9,93,95,A,B,B+,95
BRBS,Blue Ridge Bankshares,BANKS,Banks-Southeast,28,AMEX,18.04,-1,-0.19,57,18.2,75,87,A,A,C+,97
CARE,Carter Bankshares Inc,BANKS,Banks-Southeast,28,NASDAQ,15.24,-0.4,-0.06,62,39.6,97,92,A,D,B-,92
CBAN,Colony Bankcorp Inc,BANKS,Banks-Southeast,28,NASDAQ,16.47,-0.2,-0.03,3,-72.9,73,52,A,A,E,79
CCBG,Capital City Bk Gp,BANKS,Banks-Southeast,28,NASDAQ,27.7,0.3,0.08,11,0.6,73,85,A,C,A-,90
CFFI,C & F Financial Corp,BANKS,Banks-Southeast,28,NASDAQ,51.45,-0.7,-0.39,3,136.7,76,86,A,C,A-,91
CHCO,City Holding Co,BANKS,Banks-Southeast,28,NASDAQ,79.12,-1,-0.82,37,19.5,76,77,A,C,E,75
CIZN,Citizens Holding Company,BANKS,Banks-Southeast,28,NASDAQ,17.95,0,0,0,0,41,48,A,D,B-,53
CLST,Catalyst Bancorp Inc,BANKS,Banks-Southeast,28,NASDAQ,13.7,0.1,0.01,2,-63.8,69,65,A,C,A,87
CSTR,Capstar Financial Hldgs,BANKS,Banks-Southeast,28,NASDAQ,21.18,-0.3,-0.07,32,17.4,87,84,A,B,C,90
CTBI,Community Trust Bancorp,BANKS,Banks-Southeast,28,NASDAQ,43.57,-1.1,-0.49,24,2.5,84,79,A,B,E,82
CULL,Cullman Bancorp Inc,BANKS,Banks-Southeast,28,NASDAQ,12.09,0,0,0,0,34,72,A,D,C,65
FBK,FB Financial Corporation,BANKS,Banks-Southeast,28,NYSE,44.65,-0.5,-0.24,86,14.6,57,84,A,B,C+,82
FBMS,First Bancshares Inc Ms,BANKS,Banks-Southeast,28,NASDAQ,35.86,-1,-0.38,24,-23.1,86,48,A,C,D+,70
FBNC,First Bancorp Nc,BANKS,Banks-Southeast,28,NASDAQ,43.1,-1.2,-0.52,64,-10.8,65,72,A,B,C-,80
FBP,First Bancorp Hldg Co,BANKS,Banks-Southeast,28,NYSE,14.8,-2.1,-0.31,1416,28.7,92,94,A,A,D+,93
FCBC,First Community Bankshrs,BANKS,Banks-Southeast,28,NASDAQ,30.24,-1.3,-0.4,13,-19.4,77,77,A,C,E,74
FCCO,First Community Corp,BANKS,Banks-Southeast,28,NASDAQ,20.87,-2.6,-0.56,8,8.9,86,86,A,B,D-,87
FCNCA,First Citizens Bancshs A,BANKS,Banks-Southeast,28,NASDAQ,785.28,-0.6,-4.67,94,-7.2,74,69,A,B,C,84
FGBI,First Guaranty Bancshrs,BANKS,Banks-Southeast,28,NASDAQ,19.94,-1.2,-0.25,6,-27.9,86,91,A,C,B,92
FHN,First Horizon Corp,BANKS,Banks-Southeast,28,NYSE,17.43,-0.3,-0.06,3501,1.1,74,81,A,A,C,85
FRST,Primis Financial Corp,BANKS,Banks-Southeast,28,NASDAQ,14.88,-1.3,-0.19,20,-36,56,77,A,D,B-,74
FUSB,First US Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,10.9,0.7,0.08,13,275.6,95,75,A,D,B-,84
FVCB,FVCBankcorp Inc,BANKS,Banks-Southeast,28,NASDAQ,21.02,0.6,0.12,31,24.8,93,86,A,B,B-,93
FXNC,First National Corp,BANKS,Banks-Southeast,28,NASDAQ,22.99,0.4,0.1,0,-90.9,53,88,A,B,C+,91
HOMB,Home Bancshares Inc,BANKS,Banks-Southeast,28,NYSE,23.68,-0.5,-0.13,283,-8.2,59,65,A,C,D,68
HTBI,Hometrust Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,31.06,-0.2,-0.06,56,58.3,90,91,A,C,B-,91
HWC,Hancock Whitney Corp,BANKS,Banks-Southeast,28,NASDAQ,53.94,0.3,0.15,190,-25.7,90,93,A,C,C+,94
ISTR,Investar Holding Corp,BANKS,Banks-Southeast,28,NASDAQ,19.45,-1.9,-0.37,11,3.9,39,72,A,C,B-,70
LMST,Limestone Bancorp Inc,BANKS,Banks-Southeast,28,NASDAQ,19.2,-1.2,-0.24,11,507.6,79,92,A,B,B,90
LOB,Live Oak Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,59.67,1.5,0.91,241,-4.9,57,37,A,A,E,56
MCBS,Metrocity Bankshares Inc,BANKS,Banks-Southeast,28,NASDAQ,24.89,-0.6,-0.14,14,-30,94,96,A,A,D-,95
MNSB,Mainstreet Bancshares,BANKS,Banks-Southeast,28,NASDAQ,24.9,0.8,0.2,5,-42,64,88,A,B,C-,84
MVBF,MVB Financial Corp,BANKS,Banks-Southeast,28,NASDAQ,40.51,0,0,24,34.8,87,89,A,C,B,94
NKSH,National Bankshares Va,BANKS,Banks-Southeast,28,NASDAQ,36.07,-1.5,-0.54,8,35.6,87,75,A,B,B-,91
OBNK,Origin Bancorp Inc,BANKS,Banks-Southeast,28,NASDAQ,43.54,0.6,0.28,43,65.4,97,81,A,B,B-,93
OFG,O F G Bancorp,BANKS,Banks-Southeast,28,NYSE,27.13,-2.1,-0.59,163,25.4,90,93,A,C,D,90
OPHC,Optimumbank Holdings Inc,BANKS,Banks-Southeast,28,NASDAQ,4.45,-9.2,-0.45,204,215.6,69,87,A,C,C-,86
OPOF,Old Point Financial Corp,BANKS,Banks-Southeast,28,NASDAQ,24.35,0,0,5,145.8,90,89,A,C,B-,90
OZK,Bank Ozk,BANKS,Banks-Southeast,28,NASDAQ,47.73,0,-0.01,348,-13.4,70,88,A,B,C,85
PEBK,Peoples Bancorp Nc,BANKS,Banks-Southeast,28,NASDAQ,28.5,0.2,0.06,6,57.3,75,88,A,B,C,86
PFHD,Professional Hldg Cl A,BANKS,Banks-Southeast,28,NASDAQ,21.11,1,0.21,6,-76.9,84,89,A,B,A-,93
PNFP,Pinnacle Financial Prtnr,BANKS,Banks-Southeast,28,NASDAQ,97.74,0.3,0.27,233,-18.6,78,86,A,B,C-,87
RBCAA,Republic Bancorp Ky Cl A,BANKS,Banks-Southeast,28,NASDAQ,49.03,-0.1,-0.06,13,-7.1,62,77,A,B,C+,79
RNST,Renasant Corporation,BANKS,Banks-Southeast,28,NASDAQ,35.99,-1.4,-0.5,280,76.4,54,48,A,C,D,58
RRBI,Red River Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,51.83,-0.7,-0.37,1,-70.4,88,65,A,B,C,82
SBCF,Seacoast Banking Corp Fl,BANKS,Banks-Southeast,28,NASDAQ,36.18,-1.1,-0.39,175,0.5,77,81,A,B,B,89
SFBS,Servisfirst Bancshares,BANKS,Banks-Southeast,28,NYSE,84.04,-0.2,-0.14,95,-3.6,88,96,A,A,B,95
SFNC,Simmons First Natl Cp A,BANKS,Banks-Southeast,28,NASDAQ,28.52,-0.4,-0.11,220,-46.2,66,60,A,C,D-,66
SFST,Southern First Bancshrs,BANKS,Banks-Southeast,28,NASDAQ,58,-1.6,-0.97,9,-55.4,95,92,A,C,B,91
SMBK,Smartfinancial Inc,BANKS,Banks-Southeast,28,NASDAQ,26.36,-1.4,-0.37,10,-63.6,84,88,A,B,B-,94
SMMF,Summit Financial Group,BANKS,Banks-Southeast,28,NASDAQ,27.65,0,-0.01,7,-57.3,88,88,A,B,B,95
SNV,Synovus Financial Corp,BANKS,Banks-Southeast,28,NYSE,50.39,-0.3,-0.17,460,-25.4,83,89,A,B,C,87
SSB,Southstate Corp,BANKS,Banks-Southeast,28,NASDAQ,85.2,0.4,0.38,231,2.1,72,86,A,A,C,88
SSBK,Southern States Bancshr,BANKS,Banks-Southeast,28,NASDAQ,21.01,0.2,0.04,0,-92.7,87,81,A,A,B,96
SYBT,Stock Yards Bancorp Inc,BANKS,Banks-Southeast,28,NASDAQ,58.13,-2.5,-1.46,33,-1.7,90,88,A,A,D-,94
TCBC,Tc Bancshares Inc,BANKS,Banks-Southeast,28,NASDAQ,13.46,-0.3,-0.04,0,-94.2,69,83,A,C,B+,89
TOWN,Townebank,BANKS,Banks-Southeast,28,NASDAQ,31.12,-1,-0.31,89,-28.7,75,81,A,C,B,87
TRMK,Trustmark Corp,BANKS,Banks-Southeast,28,NASDAQ,32.28,-1.2,-0.4,105,-25.8,50,79,A,C,C+,72
UBSI,United Bankshares W Va,BANKS,Banks-Southeast,28,NASDAQ,35.72,-1.6,-0.58,317,-20.9,52,60,A,C,C,66
UCBI,United Community Banks,BANKS,Banks-Southeast,28,NASDAQ,35.88,0.4,0.13,440,0.3,76,86,A,B,D+,85
USCB,Uscb Finl Hldgs Cl A,BANKS,Banks-Southeast,28,NASDAQ,14.53,-0.5,-0.07,0,-94.5,11,95,A,B,C+,76
VABK,Virginia Natl Bankshrs,BANKS,Banks-Southeast,28,NASDAQ,36.58,0,0,0,0,73,93,A,A,B-,94
VBFC,Village Bank & Tr Finl,BANKS,Banks-Southeast,28,NASDAQ,57.78,0,0,0,0,95,94,A,A,C+,95
WSBC,Wesbanco Inc,BANKS,Banks-Southeast,28,NASDAQ,36.07,0.6,0.22,189,11.1,53,79,A,C,C-,71
CMA,Comerica Inc,BANKS,Banks-Super Regional,52,NYSE,95.4,0.4,0.36,843,-9.3,71,95,B+,C,D+,80
FITB,Fifth Third Bancorp,BANKS,Banks-Super Regional,52,NASDAQ,46.65,1.5,0.71,4183,14,79,92,B+,C,D+,82
HBAN,Huntington Bancshares,BANKS,Banks-Super Regional,52,NASDAQ,15.84,1.8,0.28,8713,-6.6,75,77,B+,A,D+,84
KEY,Keycorp,BANKS,Banks-Super Regional,52,NYSE,25.84,1.1,0.29,4042,-34.6,81,93,B+,B,C+,87
NTRS,Northern Trust Corp,BANKS,Banks-Super Regional,52,NASDAQ,120.23,1,1.22,493,-7.4,84,81,B+,B,D,82
PNC,P N C Financial Svcs Grp,BANKS,Banks-Super Regional,52,NYSE,211.14,0.7,1.4,1000,-19.6,59,88,B+,B,C,86
RF,Regions Financial Corp,BANKS,Banks-Super Regional,52,NYSE,23.83,1,0.23,4793,-34.2,65,87,B+,C,C-,78
SIVB,S V B Financial Group,BANKS,Banks-Super Regional,52,NASDAQ,606.8,0.2,0.92,325,3.6,72,72,B+,B,D+,81
TFC,Truist Financial Corp,BANKS,Banks-Super Regional,52,NYSE,64.61,0.9,0.59,3584,-11.5,85,86,B+,C,B-,84
USB,U S Bancorp Inc,BANKS,Banks-Super Regional,52,NYSE,59.9,1.1,0.63,3605,-19.6,73,83,B+,C,D,76
ABTX,Allegiance Bancshares,BANKS,Banks-West/Southwest,26,NASDAQ,42.27,-2,-0.88,22,-33.1,88,88,A,B,D-,88
BANF,Bancfirst Corp,BANKS,Banks-West/Southwest,26,NASDAQ,75.14,0.1,0.05,54,-2.9,82,92,A,B,B-,95
BANR,Banner Corporation,BANKS,Banks-West/Southwest,26,NASDAQ,60.51,-1.9,-1.18,160,105.7,87,89,A,C,B-,89
BCML,Baycom Corp,BANKS,Banks-West/Southwest,26,NASDAQ,21.13,-0.1,-0.02,4,-67.4,93,93,A,C,A-,92
BMRC,Bank Of Marin Bancorp,BANKS,Banks-West/Southwest,26,NASDAQ,37.03,-0.3,-0.12,22,-9.6,75,65,A,B,B-,89
BOH,Bank Of Hawaii Corp,BANKS,Banks-West/Southwest,26,NYSE,85.7,-1,-0.86,91,-7.7,82,72,A,B,D+,80
BOKF,B O K Financial Corp,BANKS,Banks-West/Southwest,26,NASDAQ,104.52,0,0,87,-26.2,69,89,A,C,D+,80
BSRR,Sierra Bancorp,BANKS,Banks-West/Southwest,26,NASDAQ,26.51,-0.4,-0.11,14,-39.1,78,83,A,B,C-,85
BSVN,Bank7 Corp,BANKS,Banks-West/Southwest,26,NASDAQ,23.76,-0.4,-0.1,2,-91.4,65,91,A,A,C+,91
CADE,Cadence Bank,BANKS,Banks-West/Southwest,26,NYSE,31.23,-0.7,-0.21,786,-8.7,78,98,A,B,C,94
CALB,California Bancorp,BANKS,Banks-West/Southwest,26,NASDAQ,21,-4.3,-0.95,5,17.4,79,96,A,B,B-,92
CATY,Cathay General Bancorp,BANKS,Banks-West/Southwest,26,NASDAQ,46.55,0.1,0.04,244,18.1,77,91,A,C,B-,90
CBTX,Cbtx Inc,BANKS,Banks-West/Southwest,26,NASDAQ,28.72,-2.8,-0.82,47,-28.6,49,81,A,C,B,74
CFR,Cullen Frost Bankers Inc,BANKS,Banks-West/Southwest,26,NYSE,140.87,-0.9,-1.32,261,17.3,62,93,A,C,B+,87
COLB,Columbia Banking System,BANKS,Banks-West/Southwest,26,NASDAQ,34.67,-0.4,-0.15,588,22.3,55,39,A,B,D+,58
CPF,Central Pacific Finl Cp,BANKS,Banks-West/Southwest,26,NYSE,28.63,-1.1,-0.31,89,11.9,86,88,A,B,C+,89
CVBF,C V B Financial Corp,BANKS,Banks-West/Southwest,26,NASDAQ,22.32,1.4,0.31,806,132.2,63,84,A,C,C-,77
CVCY,Central Valley Comm Banc,BANKS,Banks-West/Southwest,26,NASDAQ,22.83,1,0.23,37,73.8,74,88,A,B,B-,90
CWBC,Community West Bancshare,BANKS,Banks-West/Southwest,26,NASDAQ,13.57,-0.8,-0.11,8,75.5,82,90,A,B,C+,92
EBMT,Eagle Bancorp Montana,BANKS,Banks-West/Southwest,26,NASDAQ,22.66,1.2,0.26,2,-63.1,54,69,A,C,D+,71
EWBC,East West Bancorp Inc,BANKS,Banks-West/Southwest,26,NASDAQ,86.17,-0.9,-0.78,765,25.5,87,91,A,A,B,95
FFIN,First Finl Bankshares,BANKS,Banks-West/Southwest,26,NASDAQ,46.8,-2.2,-1.07,404,56.7,77,65,A,B,B-,82
FFWM,First Foundation Inc,BANKS,Banks-West/Southwest,26,NASDAQ,25.96,-0.3,-0.09,163,29.8,84,83,A,A,B+,96
FHB,First Hawaiian Inc,BANKS,Banks-West/Southwest,26,NASDAQ,28.58,-1.1,-0.32,322,-14.4,52,83,A,C,B-,76
