Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating,,,,,,,,,,,,,,,
CAR,Avis Budget Group Inc,LEISURE,Leisure-Services,36,NASDAQ,179.9,0.5,0.91,336,-47.3,74,99,A-,D,D-,76,,,,,,,,,,,,,,,
CCL,Carnival Corporation,LEISURE,Leisure-Services,36,NYSE,20.91,-0.1,-0.02,27737,-30.4,28,39,A-,D,B,54,,,,,,,,,,,,,,,
CUK,Carnival Plc Adr,LEISURE,Leisure-Services,36,NYSE,19.4,-0.4,-0.08,2591,2.5,35,48,A-,D,B,60,,,,,,,,,,,,,,,
DIDI,Didi Global Inc Cl A ADS,LEISURE,Leisure-Services,36,NYSE,3.66,1.4,0.05,13629,-34,2,2,A-,D,D-,14,,,,,,,,,,,,,,,
DS,Drive Shack Inc,LEISURE,Leisure-Services,36,NYSE,1.36,-3.5,-0.05,816,-41.3,44,9,A-,E,D,35,,,,,,,,,,,,,,,
EDR,Endeavor Group Hldg Cl A,LEISURE,Leisure-Services,36,NYSE,31.38,-2.3,-0.73,590,-58.7,97,94,A-,B,B,99,,,,,,,,,,,,,,,
FUN,Cedar Fair Lp,LEISURE,Leisure-Services,36,NYSE,58.62,4.2,2.37,2251,532,57,94,A-,B,B+,96,,,,,,,,,,,,,,,
FXLV,F45 Training Holdings,LEISURE,Leisure-Services,36,NYSE,12.15,-2.8,-0.36,208,-41.2,8,24,A-,-,C,35,,,,,,,,,,,,,,,
GLG,Td Holdings Inc,LEISURE,Leisure-Services,36,NASDAQ,0.29,3.9,0.01,854,18.7,31,1,A-,C,C-,30,,,,,,,,,,,,,,,
GRAB,Grab Holdings Ltd Cl A,LEISURE,Leisure-Services,36,NASDAQ,5.48,-3.9,-0.23,6622,-57.2,39,6,A-,-,E,26,,,,,,,,,,,,,,,
HGV,Hilton Grand Vacations,LEISURE,Leisure-Services,36,NYSE,47.46,-2.7,-1.3,453,7.1,64,89,A-,A,D+,93,,,,,,,,,,,,,,,
HOFV,Hall of Fame Resort&Ent,LEISURE,Leisure-Services,36,NASDAQ,1.09,-5.7,-0.07,767,-54.6,31,5,A-,E,E,23,,,,,,,,,,,,,,,
HTZ,Hertz Global Holdings,LEISURE,Leisure-Services,36,NASDAQ,19.82,-0.7,-0.14,2219,-55.4,5,20,A-,D,D,23,,,,,,,,,,,,,,,
INSE,Inspired Entertainment,LEISURE,Leisure-Services,36,NASDAQ,12.65,-4.2,-0.55,91,-38.6,39,96,A-,-,B-,76,,,,,,,,,,,,,,,
LIND,Lindblad Expeditions Hld,LEISURE,Leisure-Services,36,NASDAQ,16.79,-1.9,-0.33,315,83.7,34,89,A-,D,C,73,,,,,,,,,,,,,,,
LTH,Life Time Group Holdings,LEISURE,Leisure-Services,36,NYSE,15.28,-2.1,-0.33,223,-52,43,31,A-,D,C-,50,,,,,,,,,,,,,,,
LYFT,Lyft Inc Cl A,LEISURE,Leisure-Services,36,NASDAQ,38.45,-2.5,-0.98,3068,-38.4,61,24,A-,D,D-,48,,,,,,,,,,,,,,,
LYV,Live Nation Entertmnt,LEISURE,Leisure-Services,36,NYSE,109.84,-1.1,-1.26,1076,-40.7,58,96,A-,D,E,78,,,,,,,,,,,,,,,
MANU,Manchester United Cl A,LEISURE,Leisure-Services,36,NYSE,13.65,-0.8,-0.11,307,-3.3,32,28,A-,D,E,34,,,,,,,,,,,,,,,
MCG,Membership Collec GrpClA,LEISURE,Leisure-Services,36,NYSE,8.64,-3.4,-0.3,256,5.7,2,21,A-,-,E,23,,,,,,,,,,,,,,,
MRM,Medirom Hlthcr Tech Ads,LEISURE,Leisure-Services,36,NASDAQ,6.21,-0.5,-0.03,1,-88.8,18,20,A-,E,D-,30,,,,,,,,,,,,,,,
MSGE,M S G Entertainment Cl A,LEISURE,Leisure-Services,36,NYSE,69.15,-3.3,-2.33,229,-1.6,2,35,A-,D,C,38,,,,,,,,,,,,,,,
MSGS,M S G Sports Corp Cl A,LEISURE,Leisure-Services,36,NYSE,166.71,0.9,1.52,168,92.3,53,37,A-,E,C+,56,,,,,,,,,,,,,,,
MTN,Vail Resorts Inc,LEISURE,Leisure-Services,36,NYSE,275.58,-1,-2.79,231,-16.3,28,32,A-,C,B-,57,,,,,,,,,,,,,,,
NCLH,Norwegian Cruise Lne Hld,LEISURE,Leisure-Services,36,NYSE,21.42,-0.9,-0.2,14438,-31.8,35,27,A-,D,B-,45,,,,,,,,,,,,,,,
OSW,Onespaworld Holdings,LEISURE,Leisure-Services,36,NASDAQ,10.32,0,0,165,-30.4,43,65,A-,D,C-,71,,,,,,,,,,,,,,,
PCOM,Points.com Inc,LEISURE,Leisure-Services,36,NASDAQ,15.55,1.2,0.19,2,-91,55,44,A-,D,D,66,,,,,,,,,,,,,,,
PLNT,Planet Fitness Inc Cl A,LEISURE,Leisure-Services,36,NYSE,88.28,-1.1,-0.96,716,4.1,69,89,A-,-,B-,90,,,,,,,,,,,,,,,
PTON,Peloton Interactive Cl A,LEISURE,Leisure-Services,36,NASDAQ,26.81,-4.3,-1.21,14084,-29.9,8,1,A-,C,C+,22,,,,,,,,,,,,,,,
RCL,Royal Caribbean Group,LEISURE,Leisure-Services,36,NYSE,81.23,0,-0.01,2682,-30.7,34,72,A-,E,B,69,,,,,,,,,,,,,,,
RICK,R C I Hospitality Hldgs,LEISURE,Leisure-Services,36,NASDAQ,70.53,-2.4,-1.71,62,24,74,93,A-,A,C,96,,,,,,,,,,,,,,,
SEAS,SeaWorld Entertainment,LEISURE,Leisure-Services,36,NYSE,59.82,-2.1,-1.3,1888,158,69,95,A-,D,C,87,,,,,,,,,,,,,,,
SIX,Six Flags Entertainment,LEISURE,Leisure-Services,36,NYSE,40.74,-1.4,-0.57,845,-26.5,69,69,A-,-,B,78,,,,,,,,,,,,,,,
TNL,Travel + Leisure Co,LEISURE,Leisure-Services,36,NYSE,56.2,-2.8,-1.61,388,-2,65,84,A-,-,B,82,,,,,,,,,,,,,,,
UBER,Uber Technologies Inc,LEISURE,Leisure-Services,36,NYSE,37.1,-3.9,-1.52,15975,-34.4,23,25,A-,D,D-,36,,,,,,,,,,,,,,,
UP,Wheels Up Experience Inc,LEISURE,Leisure-Services,36,NYSE,3.65,-7.6,-0.3,1645,-8.2,46,6,A-,D,E,33,,,,,,,,,,,,,,,
VAC,Marriott Vacations Wrld,LEISURE,Leisure-Services,36,NYSE,163.6,-1.3,-2.23,137,-37,69,84,A-,C,B-,88,,,,,,,,,,,,,,,
WMG,Warner Music Group Cl A,LEISURE,Leisure-Services,36,NASDAQ,43.03,-3.2,-1.42,585,-35.9,97,84,A-,-,B-,89,,,,,,,,,,,,,,,
XPOF,Xponential Fitness Cl A,LEISURE,Leisure-Services,36,NYSE,17.23,-1.4,-0.24,40,-67,36,96,A-,E,C+,72,,,,,,,,,,,,,,,
ABNB,Airbnb Inc Cl A,LEISURE,Leisure-Travel Booking,39,NASDAQ,151.73,-3.3,-5.21,3101,-36.6,62,42,A-,D,E,56,,,,,,,,,,,,,,,
BKNG,Booking Holdings Inc,LEISURE,Leisure-Travel Booking,39,NASDAQ,2444.6,-0.9,-21.04,286,2.1,61,84,A-,C,B-,93,,,,,,,,,,,,,,,
DESP,Despegar.com Corp,LEISURE,Leisure-Travel Booking,39,NYSE,11.8,-0.2,-0.03,360,-16.5,23,65,A-,D,B-,59,,,,,,,,,,,,,,,
EXPE,Expedia Group Inc,LEISURE,Leisure-Travel Booking,39,NASDAQ,186.28,-0.9,-1.78,1396,-22.7,58,93,A-,D,B+,90,,,,,,,,,,,,,,,
MMYT,Makemytrip Ltd,LEISURE,Leisure-Travel Booking,39,NASDAQ,25.8,-3,-0.81,173,-42.7,68,33,A-,C,C-,64,,,,,,,,,,,,,,,
NXTP,Nextplay Technologies,LEISURE,Leisure-Travel Booking,39,NASDAQ,0.67,1.5,0.01,283,-80.6,53,3,A-,E,D-,29,,,,,,,,,,,,,,,
SABR,Sabre Corporation,LEISURE,Leisure-Travel Booking,39,NASDAQ,9.28,-1.4,-0.14,2748,-50.9,42,32,A-,D,D+,43,,,,,,,,,,,,,,,
SEAT,Vivid Seats Inc Cl A,LEISURE,Leisure-Travel Booking,39,NASDAQ,8.69,-7.3,-0.68,535,28.6,52,27,A-,D,D,50,,,,,,,,,,,,,,,
SOND,Sonder Holdings Cl A,LEISURE,Leisure-Travel Booking,39,NASDAQ,10.29,1.8,0.18,164,-59.8,8,72,A-,-,A-,65,,,,,,,,,,,,,,,
TCOM,Trip.com Group Ltd Adr,LEISURE,Leisure-Travel Booking,39,NASDAQ,26.37,-2.6,-0.7,2323,-45.1,33,33,A-,C,B,47,,,,,,,,,,,,,,,
TOUR,Tuniu Corp Cl A Ads,LEISURE,Leisure-Travel Booking,39,NASDAQ,1.2,-7.7,-0.1,196,-42.7,45,22,A-,D,C+,34,,,,,,,,,,,,,,,
TRIP,TripAdvisor Inc,LEISURE,Leisure-Travel Booking,39,NASDAQ,27.78,0.4,0.12,1494,-27.4,61,22,A-,D,C,51,,,,,,,,,,,,,,,
TRVG,Trivago N V Cl A Ads,LEISURE,Leisure-Travel Booking,39,NASDAQ,2.16,-3.5,-0.08,329,-58.4,59,26,A-,D,B-,53,,,,,,,,,,,,,,,
TZOO,Travelzoo,LEISURE,Leisure-Travel Booking,39,NASDAQ,8.98,-2.9,-0.27,43,-8.2,69,21,A-,D,D,47,,,,,,,,,,,,,,,
VCSA,Vacasa Inc Cl A,LEISURE,Leisure-Travel Booking,39,NASDAQ,5.92,-6.8,-0.43,586,23.5,45,14,A-,-,D,37,,,,,,,,,,,,,,,
YTRA,Yatra Online Inc,LEISURE,Leisure-Travel Booking,39,NASDAQ,1.74,-0.3,-0.01,43,-68.3,45,25,A-,E,C-,41,,,,,,,,,,,,,,,
ABB,A B B Ltd,MACHINE,Electrical-Power/Equipmt,126,NYSE,35.6,1.2,0.42,1830,23.9,57,79,C,B,D-,69,,,,,,,,,,,,,,,
ADSE,Ads Tec Energy P L C,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,8.71,0.9,0.08,11,-81.2,8,30,C,-,D,26,,,,,,,,,,,,,,,
AME,Ametek Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,139.42,1.7,2.33,923,61.1,90,75,C,A,E,77,,,,,,,,,,,,,,,
AMOT,Allied Motion Tech,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,36.94,-1.4,-0.52,30,12.8,89,86,C,C,C+,82,,,,,,,,,,,,,,,
AMSC,American Superconductor,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,8.17,-5.4,-0.47,226,32.3,17,8,C,D,B-,24,,,,,,,,,,,,,,,
APWC,Asia Pacif Wre&Cable Ads,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,1.53,-1.6,-0.03,9,-73.2,50,6,C,C,E,26,,,,,,,,,,,,,,,
AZZ,A Z Z Incorporated,MACHINE,Electrical-Power/Equipmt,126,NYSE,48.21,-1,-0.47,81,66.5,72,37,C,D,D-,55,,,,,,,,,,,,,,,
BEEM,Beam Global,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,12.55,-7,-0.95,257,-12.1,18,3,C,E,B-,18,,,,,,,,,,,,,,,
BW,Babcock & Wilcox Ent Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,7.26,-1.6,-0.12,254,-35.8,31,75,C,-,D+,44,,,,,,,,,,,,,,,
BWXT,B W X Technologies Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,44.53,0.6,0.28,351,-44.6,63,22,C,B,E,33,,,,,,,,,,,,,,,
DCFC,Tritium D C F C Ltd,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,6.52,-9.7,-0.7,200,-65,47,19,C,-,E,29,,,,,,,,,,,,,,,
EM,Smart Share Glb Cl A Ads,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,1.84,-0.5,-0.01,12,-95.6,10,7,C,B,B-,20,,,,,,,,,,,,,,,
ENS,Enersys,MACHINE,Electrical-Power/Equipmt,126,NYSE,75.02,-0.4,-0.29,179,23.5,60,28,C,C,B-,50,,,,,,,,,,,,,,,
ENVX,Enovix Corporation,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,15.74,-5.6,-0.93,778,-25.6,34,35,C,-,D-,28,,,,,,,,,,,,,,,
EOSE,Eos Energy Enterprises,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,3.74,-9,-0.37,267,-40.5,47,1,C,-,E,15,,,,,,,,,,,,,,,
EVGO,Evgo Inc Cl A,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,8.17,-4.1,-0.35,2613,-31.2,47,20,C,D,C-,37,,,,,,,,,,,,,,,
EZGO,Ezgo Technologies Ltd,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,1.12,-0.3,0,127,-25.3,69,1,C,D,E,19,,,,,,,,,,,,,,,
FELE,Franklin Electric Co,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,86.45,-0.5,-0.46,74,10.8,83,77,C,B,C+,85,,,,,,,,,,,,,,,
FLUX,Flux Power Holdings Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,3.26,-8.9,-0.32,50,-41.9,35,4,C,E,D,18,,,,,,,,,,,,,,,
GNRC,Generac Hldgs Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,283.72,-1.5,-4.31,411,-42.6,93,22,C,A,D,65,,,,,,,,,,,,,,,
GTES,Gates Industrial Corp,MACHINE,Electrical-Power/Equipmt,126,NYSE,15.73,0.1,0.02,648,51.9,77,39,C,B,E,60,,,,,,,,,,,,,,,
GWH,ESS Tech Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,5.25,-5.6,-0.31,1385,147.9,2,6,C,-,E,4,,,,,,,,,,,,,,,
HUBB,Hubbell Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,188.34,-0.1,-0.2,134,-23.3,69,60,C,B,C-,67,,,,,,,,,,,,,,,
IPWR,Ideal Power Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,9.44,-2.7,-0.26,19,-55.7,36,18,C,D,C,24,,,,,,,,,,,,,,,
MVST,Microvast Holdings Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,6.29,2.5,0.16,1201,32.8,1,13,C,E,C,13,,,,,,,,,,,,,,,
NILE,Bitnile Holdings Inc,MACHINE,Electrical-Power/Equipmt,126,AMEX,0.88,-9.2,-0.09,636,-71.8,69,3,C,D,D-,29,,,,,,,,,,,,,,,
NVT,Nvent Electric Plc,MACHINE,Electrical-Power/Equipmt,126,NYSE,35.2,1.1,0.38,309,-47.3,75,87,C,B,D-,79,,,,,,,,,,,,,,,
OESX,Orion Energy Systems Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,3.13,-3.1,-0.1,121,-56.3,69,14,C,B,D-,40,,,,,,,,,,,,,,,
POLA,Polar Power Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,2.74,-6.2,-0.18,140,-46.5,50,4,C,D,B,29,,,,,,,,,,,,,,,
POWL,Powell Industries Inc,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,28.71,-2.1,-0.61,27,10.1,27,69,C,E,C,53,,,,,,,,,,,,,,,
PPSI,Pioneer Power Solutions,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,6.26,-0.8,-0.05,312,-92.7,15,98,C,E,B+,54,,,,,,,,,,,,,,,
RMO,Romeo Power Inc Cl A,MACHINE,Electrical-Power/Equipmt,126,NYSE,2.21,-3.1,-0.07,4975,33.7,7,2,C,D,D-,7,,,,,,,,,,,,,,,
ROK,Rockwell Automation Inc,MACHINE,Electrical-Power/Equipmt,126,NYSE,294.02,1.4,3.92,658,50,64,55,C,B,E,55,,,,,,,,,,,,,,,
RRX,Regal Rexnord Corp,MACHINE,Electrical-Power/Equipmt,126,NYSE,166.06,1.5,2.47,552,113.3,89,89,C,B,C-,90,,,,,,,,,,,,,,,
SLDP,Solid Power Inc Cl A,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,6.28,-8.6,-0.59,1669,-28,8,14,C,-,E,5,,,,,,,,,,,,,,,
VLTA,Volta Inc Cl A,MACHINE,Electrical-Power/Equipmt,126,NYSE,4.76,-9.3,-0.49,1920,29.4,10,9,C,E,C,15,,,,,,,,,,,,,,,
VRT,Vertiv Holdings Llc,MACHINE,Electrical-Power/Equipmt,126,NYSE,21.28,0.8,0.17,1856,32.6,68,31,C,-,D,38,,,,,,,,,,,,,,,
WIRE,Encore Wire Corp,MACHINE,Electrical-Power/Equipmt,126,NASDAQ,114.92,0.5,0.61,152,-15.1,99,95,C,A,B-,98,,,,,,,,,,,,,,,
ASTE,Astec Industries Inc,MACHINE,Machinery-Constr/Mining,134,NASDAQ,62.99,-2.7,-1.76,50,-19.5,57,81,C-,C,B-,68,,,,,,,,,,,,,,,
CAT,Caterpillar Inc,MACHINE,Machinery-Constr/Mining,134,NYSE,205.4,0.1,0.23,2352,-6,86,55,C-,A,C,75,,,,,,,,,,,,,,,
CNHI,C N H Industrial Nv,MACHINE,Machinery-Constr/Mining,134,NYSE,15.44,0.1,0.02,2604,-39.4,86,86,C-,A,C-,90,,,,,,,,,,,,,,,
MTW,Manitowoc Co,MACHINE,Machinery-Constr/Mining,134,NYSE,18.08,-2.1,-0.39,166,-14.5,35,35,C-,D,C,35,,,,,,,,,,,,,,,
TEX,Terex Corp,MACHINE,Machinery-Constr/Mining,134,NYSE,42.4,-1.6,-0.7,279,-14.2,70,44,C-,C,D-,63,,,,,,,,,,,,,,,
AIMC,Altra Industrial Motion,MACHINE,Machinery-Gen Industrial,110,NASDAQ,48.24,-1.4,-0.67,267,69.4,78,27,C+,C,D,50,,,,,,,,,,,,,,,
ASTC,Astrotech Corp,MACHINE,Machinery-Gen Industrial,110,NASDAQ,0.69,5.6,0.04,1558,303.4,51,10,C+,E,B-,28,,,,,,,,,,,,,,,
BMI,Badger Meter Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,102.98,0.8,0.84,89,23,81,75,C+,B,B,85,,,,,,,,,,,,,,,
CFX,Colfax Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,41.9,-0.3,-0.13,373,-43.6,78,35,C+,C,C+,68,,,,,,,,,,,,,,,
CIR,Circor Intl Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,26.64,-1,-0.27,168,163.3,72,25,C+,D,C-,41,,,,,,,,,,,,,,,
DOV,Dover Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,170.27,0.3,0.58,622,34.6,88,86,C+,A,D-,85,,,,,,,,,,,,,,,
DXPE,D X P Enterprises Inc,MACHINE,Machinery-Gen Industrial,110,NASDAQ,28.68,-2,-0.59,89,30.1,83,42,C+,D,C-,62,,,,,,,,,,,,,,,
ELSE,Electro Sensors Inc,MACHINE,Machinery-Gen Industrial,110,NASDAQ,5.34,0.5,0.03,23,56.5,69,84,C+,D,B,70,,,,,,,,,,,,,,,
ERII,Energy Recovery Inc,MACHINE,Machinery-Gen Industrial,110,NASDAQ,19.71,-0.4,-0.07,128,-47.3,63,79,C+,C,C-,71,,,,,,,,,,,,,,,
ESE,E S C O Technologies Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,79.2,0.7,0.52,78,8.4,56,25,C+,D,C,37,,,,,,,,,,,,,,,
EVI,Evi Industries Inc,MACHINE,Machinery-Gen Industrial,110,AMEX,20.62,-5.8,-1.28,40,99,64,19,C+,C,E,34,,,,,,,,,,,,,,,
FLOW,S P X Flow Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,85.8,0,0,213,-59.1,90,93,C+,C,C+,89,,,,,,,,,,,,,,,
FLS,Flowserve Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,32.9,-0.3,-0.11,497,-24.9,33,31,C+,D,B,36,,,,,,,,,,,,,,,
FTV,Fortive Corporation,MACHINE,Machinery-Gen Industrial,110,NYSE,71.55,1.3,0.92,2008,44,73,52,C+,B,B,75,,,,,,,,,,,,,,,
GENC,Gencor Industries Inc,MACHINE,Machinery-Gen Industrial,110,NASDAQ,11.4,0.6,0.07,4,-57.3,36,48,C+,C,C+,50,,,,,,,,,,,,,,,
GGG,Graco Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,74,-0.4,-0.3,466,16.2,71,52,C+,A,B+,78,,,,,,,,,,,,,,,
GHM,Graham Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,12.05,-0.4,-0.05,8,-49.4,11,31,C+,D,C,35,,,,,,,,,,,,,,,
GRC,Gorman-Rupp Co,MACHINE,Machinery-Gen Industrial,110,NYSE,40.37,0.6,0.26,37,14.3,67,84,C+,C,B-,79,,,,,,,,,,,,,,,
HLIO,Helios Technologies Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,77.36,0.4,0.29,134,78.2,98,69,C+,A,C+,85,,,,,,,,,,,,,,,
HY,Hyster-Yale Mat Handling,MACHINE,Machinery-Gen Industrial,110,NYSE,40.76,-0.4,-0.16,51,-0.7,10,15,C+,D,C+,24,,,,,,,,,,,,,,,
HYFM,Hydrofarm Holdings Group,MACHINE,Machinery-Gen Industrial,110,NASDAQ,19.37,-6.2,-1.28,655,44.3,38,6,C+,C,C,28,,,,,,,,,,,,,,,
IEX,Idex Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,207.06,-4.2,-9.18,782,290,83,55,C+,A,B-,82,,,,,,,,,,,,,,,
IIN,Intricon Corporation,MACHINE,Machinery-Gen Industrial,110,NASDAQ,15.27,-0.5,-0.07,21,-16.9,38,22,C+,C,B-,34,,,,,,,,,,,,,,,
IR,Ingersoll-Rand Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,56.9,0.2,0.09,862,-34.2,89,89,C+,A,D+,91,,,,,,,,,,,,,,,
ITT,I T T Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,93.51,0.8,0.72,272,30.4,88,65,C+,B,C,81,,,,,,,,,,,,,,,
ITW,Illinois Tool Works Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,236.39,1.4,3.35,1291,125.3,75,77,C+,A,D,79,,,,,,,,,,,,,,,
JBT,John Bean Technologies,MACHINE,Machinery-Gen Industrial,110,NYSE,134.93,-0.5,-0.67,77,-9,78,48,C+,B,D,64,,,,,,,,,,,,,,,
KAI,Kadant Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,207.01,-2,-4.12,23,-2.8,92,89,C+,B,C,94,,,,,,,,,,,,,,,
KRNT,Kornit Digital Ltd,MACHINE,Machinery-Gen Industrial,110,NASDAQ,104.35,-4.7,-5.2,224,-47.9,88,35,C+,B,D+,68,,,,,,,,,,,,,,,
LGL,L G L Group Inc,MACHINE,Machinery-Gen Industrial,110,AMEX,10.64,0.6,0.07,19,99.8,86,44,C+,D,B+,67,,,,,,,,,,,,,,,
MIR,Mirion Technologies Cl A,MACHINE,Machinery-Gen Industrial,110,NYSE,8.54,0,0,587,-34.6,25,23,C+,E,C,23,,,,,,,,,,,,,,,
MNTX,Manitex International,MACHINE,Machinery-Gen Industrial,110,NASDAQ,7.02,-4,-0.29,8,-58,58,85,C+,D,B+,78,,,,,,,,,,,,,,,
MTD,Mettler Toledo Intl Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,1525.32,1.9,28.89,61,-14.2,92,85,C+,A,C,93,,,,,,,,,,,,,,,
NDSN,Nordson Corp,MACHINE,Machinery-Gen Industrial,110,NASDAQ,236.18,0.8,1.76,126,7,82,77,C+,A,B,82,,,,,,,,,,,,,,,
NPO,Enpro Industries Inc,MACHINE,Machinery-Gen Industrial,110,NYSE,105.02,-0.7,-0.78,53,-28.5,96,94,C+,C,B,92,,,,,,,,,,,,,,,
OTIS,Otis Worldwide Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,83.49,-0.1,-0.07,1998,30.1,63,83,C+,-,D-,70,,,,,,,,,,,,,,,
PH,Parker-Hannifin Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,319.88,0.8,2.67,721,54.7,93,81,C+,A,E,85,,,,,,,,,,,,,,,
PNR,Pentair plc,MACHINE,Machinery-Gen Industrial,110,NYSE,62.06,-2.2,-1.37,1123,31.5,71,39,C+,A,C+,68,,,,,,,,,,,,,,,
SOTK,Sono Tek Corp,MACHINE,Machinery-Gen Industrial,110,NASDAQ,6.23,1.1,0.07,4,-92.6,88,98,C+,B,D,88,,,,,,,,,,,,,,,
SPXC,S P X Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,51.92,-1,-0.52,82,-7.2,65,29,C+,C,D,49,,,,,,,,,,,,,,,
SXI,Standex Intl Corp,MACHINE,Machinery-Gen Industrial,110,NYSE,98.38,-0.6,-0.6,22,-16.8,78,65,C+,B,D,71,,,,,,,,,,,,,,,
TAYD,Taylor Devices Inc,MACHINE,Machinery-Gen Industrial,110,NASDAQ,10.47,-0.9,-0.1,0,-58,33,37,C+,C,C,46,,,,,,,,,,,,,,,
TNC,Tennant Co,MACHINE,Machinery-Gen Industrial,110,NYSE,75.96,-1.4,-1.1,16,-25.1,86,55,C+,C,C+,75,,,,,,,,,,,,,,,
TT,Trane Technologies plc,MACHINE,Machinery-Gen Industrial,110,NYSE,164.66,-1.5,-2.52,1807,84.2,69,44,C+,B,E,58,,,,,,,,,,,,,,,
VNT,Vontier Corporation,MACHINE,Machinery-Gen Industrial,110,NYSE,28.26,0.9,0.26,792,-19.7,75,27,C+,A,B+,63,,,,,,,,,,,,,,,
ZWS,Zurn Water Solutions Cp,MACHINE,Machinery-Gen Industrial,110,NYSE,32.05,0.3,0.11,1560,156.3,83,90,C+,B,D,80,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
CMCO,Columbus Mckinnon Corp,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,43.86,-0.4,-0.18,54,-14,81,37,D-,B,E,59,,,,,,,,,,,,,,,
DDD,Three D Systems Corp,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NYSE,18.01,-1.3,-0.23,1681,8.4,69,15,D-,D,C-,34,,,,,,,,,,,,,,,
DM,Desktop Metal Inc,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NYSE,3.99,-8.6,-0.38,4749,-6,36,5,D-,D,D+,20,,,,,,,,,,,,,,,
HOLI,Hollysys Automation Tech,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,13.52,0,0,214,-53.5,53,24,D-,B,C,41,,,,,,,,,,,,,,,
HURC,Hurco Companies Inc,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,34.33,4,1.31,9,-42.3,41,65,D-,C,B+,64,,,,,,,,,,,,,,,
MTLS,Materialise Ads,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,20,-3.5,-0.72,239,3.8,69,19,D-,D,D+,33,,,,,,,,,,,,,,,
PRLB,Proto Labs Inc,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NYSE,48.96,-2.6,-1.33,151,-43.1,34,14,D-,B,D-,23,,,,,,,,,,,,,,,
SHPW,Shapeways Holdings Inc,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NYSE,3,-5.4,-0.17,94,-74.5,23,3,D-,D,C+,10,,,,,,,,,,,,,,,
SSYS,Stratasys Ltd,MACHINE,Machinery-Mtl Hdlg/Autmn,173,NASDAQ,23.57,-2.4,-0.58,457,-38,60,30,D-,D,D-,34,,,,,,,,,,,,,,,
