Symbol
ABNB
AMD
DEN
FTNT
IPI
LAC
MSFT
NUE
QQQ
TTD
ZS
CRK
RRC
SD
AXR
RELX
CBU
FRBA
SASR
ACI
TA
WMK
CIVB
FMBH
GABC
MBIN
MOFG
UMBF
WTBA
LPX
UFPI
TREC
PRMW
FFIN
FFWM
GBCI
GNTY
TBK
WD
LPG
ETRN
OKE
FBNC
FCBC
HOMB
LOB
OBNK
RBCAA
SFNC
SYBT
USCB
AX
BANC
CASH
WSBF
GPC
LKQ
ORLY
MOV
SIG
ARCB
KNX
LSTR
ODFL
SAIA
TFII
USAK
WERN
YELL
IRM
SIVB
M
CLFD
MU
NTAP
PSTG
SGH
WDC
CCJ
UUUU
UEC
FAST
FERG
GMS
HD
SITE
TITN
TSCO
PFSI
CSCO
DGII
EXTR
LTRX
SILC
CAR
HGV
LYV
SEAS
XPOF
SKM
ASX
ALGM
CTS
DIod
MTSI
ON
STM
TSEM
UMC
CRVL
PINC
RCM
AOSL
AMBA
MRVL
MXL
NVDA
NXPI
RMBS
SMTC
SLAB
SITM
CNI
CSX
NSC
RACE
GM
TSLA
XPEV
SMPL
RILY
FRHC
GHL
HLI
IBKR
JEF
HOOD
Y
AFG
FAF
RLI
RNR
SIGI
STC
MGEE
CSL
CHE
ETN
JCI
OTTR
AEHR
AMAT
COHR
COHU
ENTG
FORM
KLAC
LRCX
NVMI
ONTO
TER
TRT
UCTT
ALEX
CBRE
FOR
JLL
KW
MMI
NMRK
JOE
ARE
ACC
AMH
CPT
CSR
CUZ
CCI
CUBE
DLR
DEA
ESS
FRT
HTA
IRT
LXP
MAA
NSA
OLP
OUT
PSB
PECO
PCH
RPT
RYN
REG
SBAC
SPG
STAG
SUI
TRNO
UMH
UBA
WPC
EIX
NEE
TAC
BERY
CSV
HI
MATW
SCI
EQHA
PAQC
VRTV
AMRK
DFIN
EFX
ICE
@LC
NDAQ
TIPT
TW
CACC
SLM
WRLD
AMN
ASGN
BGSF
CCRN
KFRC
KFY
ACY
UHAL
HEES
HRI
MGRC
APRN
CHEF
JBSS
SXT
EXP
MLM
SMID
SUM
VMC
AYI
WMS
AWI
ATKR
AZEK
BLDR
CNM
CNR
FBHS
GFF
JHX
MAS
NX
SSD
BLD
TREX
WTS
APD
ALB
ASH
BCPC
ESI
FUL
LIN
OLN
VVV
ASIX
AVNT
DEo
NAPA
ATSG
AAWW
UPS
PPC
WAB
NSRGY
APO
ARES
BX
BAM
CNS
FHI
FOCS
BEN
GAIN
HLNE
KKR
MAIN
MRCC
OFS
PSEC
SII
CG
COTY
ELF
EL
EWCZ
PBH
USNA
BAh
FCN
ICFI
III
NVEE
STN
VSEC
WFCF
MOH
TXT
AON
AJG
MMC
RYAN
WTW
SMCI
FFIV
SWCH
CPIX
NVO
ZTS
AWR
CWT
WTRG
MSEX
ABT
LLY
RHhby
FDS
FORR
IT
MORN
SPGI
TRI
VRSK
APH
ARW
LFUS
MEI
TEL
VSH
WCC
COST
NAIL
SOXL
XLI
BULZ
TQQQ
XLV
SPY
XLK
SHYF
LEU
CWEN
EVA
HFFG
UNFI
INVE
NICE
QLYS
@S
TENB
VRSN
CNHI
CHDN
MGM
MCRI
RRR
BZH
CCS
DHI
GRBK
HOV
KBH
LSEA
LEN
MDC
MTH
NVR
TMHC
TOL
TPH
ACN
CACI
CDW
DAVA
GDYN
HCKT
MGIC
PRFT
PHUN
RCMT
SPNS
FIX
THR
WSO
ELSE
GRC
GGG
HLIO
ITT
IEX
IR
JBT
KAI
MTD
NDSN
SXI
TNC
TT
PPG
SHW
EXPD
GXO
HUBG
NRZ
TGNA
ADP
CTAS
EXLS
G
NSP
PAYX
RDVT
WNS
ACM
KBR
PWR
STRL
GAMB
LAMR
STGW
THRY
FN
SGMA
TTMI
CWST
AQUA
HCCI
RSG
WCn
WM
ADNT
ALV
MTOR
BOX
CFLT
BASE
MDB
HAYN
IIIN
MTRN
MLI
RS
VMI
ABB
AMOT
AME
WIRE
FELE
HUBB
NVT
PPSI
RRX
ROK
ECL
ULTA
CVCO
SKY
CPRI
GIL
OXM
SONY
OPCH
DGX
BOOT
IDCC
ST
SYNA
ZBRA
BBW
HAYW
POOL
ANIP
NSIT
SCSC
WSTG
GOOGL
GOOG
CARG
DHX
TPX
THC
MSI
BJ
DG
HAS
MAT
NOK
DPZ
KRUS
PZZA
STKS
YUM
EME
IESC
IBP
MYRG
NTES
RBLX
BDC
BCYC
BCTX
GILD
ICVX
INVA
ISEE
OPNT
RANI
DRVN
GPI
PAG
UTI
AU
HMY
SSRM
ALC
EW
LNTH
TNDM
BKI
INTU
APP
TYL
IRMD
MLAB
OMCL
STE
VREX
ATEN
AZPN
LAW
DDOG
PYCR
SNOW
TTGT
WDAY
@ZI
ICLR
NOTV
IQV
MEDP
PKI
SYNH
TMO
SMP
RYI
CAMT
CYBE
KEYS
NOVT
APG
SNPO
CDNS
SNPS
EVTC
NATI
PERI
ONEQ
$NDX.X
.INX
.IXIC
$DJT
$MID.X
$NYA.X
$XBD.X
$XSP.X
BPTRX
$DJX.X
DIA
FAS
SMH
SOXX
XHB
XLB
XLY
BRP
DCT
EAR
HRMY
INTA
KROS
MGTX
PAY
PLTK
RSKD
ASPS
SGRY
LEA
