Symbol,Name,Ind Group Rank,Sector,Industry Name,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
RJF,Raymond James Financial,50,FINANCE,Finance-Invest Bnk/Bkrs,108.16,-1.4,-1.55,679,-25.4,92,95,B+,A,B+,96
SCHW,Charles Schwab Corp,50,FINANCE,Finance-Invest Bnk/Bkrs,88.85,-1.7,-1.51,5941,8,89,96,B+,A,D,92
HSY,Hershey Company,52,FOOD/BEV,Food-Confectionery,204.13,2.8,5.59,1248,95.5,77,92,B+,A,C-,89
MDLZ,Mondelez Intl Inc,52,FOOD/BEV,Food-Confectionery,67.94,0.1,0.04,4730,-19.4,72,88,B+,B,B-,85
AEG,Aegon N V,53,INSURANCE,Insurance-Life,5.95,-0.8,-0.05,3151,-5.9,64,96,B+,C,B-,84
AEL,Amer Equity Invstmt Life,53,INSURANCE,Insurance-Life,40.83,-0.5,-0.16,435,36.3,46,95,B+,E,B,81
PRU,Prudential Financial Inc,53,INSURANCE,Insurance-Life,113.36,-1.3,-1.44,1787,26,81,90,B+,D,C-,87
SLF,Sun Life Financial Inc,53,INSURANCE,Insurance-Life,57.29,-1,-0.57,605,-13.4,78,84,B+,C,D,77
BCE,B C E Inc,54,TELECOM,Telecom Svcs- Foreign,53.13,0.7,0.37,869,-5.1,62,85,B+,C,D-,75
PHI,Pldt Inc Adr,54,TELECOM,Telecom Svcs- Foreign,36.17,-0.4,-0.14,17,-38.1,63,95,B+,B,B+,87
PTNR,Partner Communicatns Ads,54,TELECOM,Telecom Svcs- Foreign,8.39,-1.7,-0.15,4,-83.7,64,99,B+,D,B,94
TLK,Telekomunikasi Indo Ads,54,TELECOM,Telecom Svcs- Foreign,29.26,-0.3,-0.09,216,9.4,65,94,B+,C,B-,87
AFL,A F L A C Inc,56,INSURANCE,Insurance-Acc & Health,63.76,0.1,0.08,2979,17.7,83,93,B+,B,B-,90
APTS,Prefd Apt Communities,57,REAL EST,Finance-Property REIT,17.13,-2.7,-0.43,685,34.9,25,99,B+,E,B+,68
BRT,B R T Apartments Corp,57,REAL EST,Finance-Property REIT,21.18,-1.3,-0.28,22,-50.6,69,93,B+,E,B+,82
BRX,Brixmor Property Group,57,REAL EST,Finance-Property REIT,25.2,-1,-0.27,1490,-25.6,69,91,B+,C,A,89
CONE,CyrusOne Inc,57,REAL EST,Finance-Property REIT,89.52,-0.5,-0.49,2353,-15.6,39,92,B+,C,D-,74
CPLG,Corepoint Lodging Inc,57,REAL EST,Finance-Property REIT,15.72,0,0,1309,20.1,69,96,B+,E,C-,82
EQR,Equity Residential,57,REAL EST,Finance-Property REIT,91.68,-0.3,-0.32,1794,52.3,78,93,B+,B,B-,88
IVT,Inventrust Properties,57,REAL EST,Finance-Property REIT,26,-2.8,-0.74,157,-74.1,69,81,B+,D,A-,84
KIM,Kimco Realty Corp,57,REAL EST,Finance-Property REIT,24.07,-1.9,-0.47,3056,-1,75,93,B+,A,C+,94
PINE,Alpine Incme Prprty Trst,57,REAL EST,Finance-Property REIT,19.31,-0.6,-0.12,33,-45.1,39,84,B+,B,D+,80
PSA,Public Storage,57,REAL EST,Finance-Property REIT,367.75,-0.7,-3.1,354,-23.1,80,96,B+,A,B,97
WSR,Whitestone Reit,57,REAL EST,Finance-Property REIT,10.16,-1,-0.1,299,-28.3,79,90,B+,D,B,84
ACGL,Arch Capital Group Ltd,58,INSURANCE,Insurance-Prop/Cas/Titl,47.82,-0.3,-0.09,780,-35.1,89,94,B+,C,B+,94
AGO,Assured Guaranty Ltd,58,INSURANCE,Insurance-Prop/Cas/Titl,54.22,-0.6,-0.2,195,-37.4,41,89,B+,B,C-,71
CB,Chubb Limited,58,INSURANCE,Insurance-Prop/Cas/Titl,207.23,-0.1,-0.3,1816,44.1,67,92,B+,B,B+,86
MBI,M B I A Inc,58,INSURANCE,Insurance-Prop/Cas/Titl,14.78,1.2,0.18,333,-11.7,21,96,B+,D,D-,60
ORI,Old Republic Intl Corp,58,INSURANCE,Insurance-Prop/Cas/Titl,26.25,0.4,0.13,1399,23.6,87,90,B+,A,B-,95
RE,Everest Re Group Ltd,58,INSURANCE,Insurance-Prop/Cas/Titl,285.85,-1.5,-4.36,162,-2.9,39,89,B+,C,C-,82
TRV,Travelers Companies Inc,58,INSURANCE,Insurance-Prop/Cas/Titl,172.13,-0.3,-0.59,1017,-6.6,53,89,B+,B,B-,82
UVE,Universal Insurance Hldg,58,INSURANCE,Insurance-Prop/Cas/Titl,16.94,-1.2,-0.19,118,-20.3,58,93,B+,D,B+,88
WRB,Berkley W R Corp,58,INSURANCE,Insurance-Prop/Cas/Titl,89.02,1.4,1.26,729,41.3,87,91,B+,B,A-,93
CINR,Ciner Resources LP,59,CHEMICAL,Chemicals-Basic,22.15,0.7,0.15,34,84.8,67,98,B+,C,A-,97
HUN,Huntsman Corp,59,CHEMICAL,Chemicals-Basic,36.29,-0.5,-0.19,956,-34.4,75,94,B+,B,B+,96
AEE,Ameren Corporation,64,UTILITY,Utility-Diversified,88.05,-0.6,-0.44,682,-28.4,63,84,B+,B,B-,82
CNP,Centerpoint Energy Inc,64,UTILITY,Utility-Diversified,28.19,-0.5,-0.14,3551,2.1,54,90,B+,A,D+,82
ED,Consolidated Edison Inc,64,UTILITY,Utility-Diversified,87,-0.2,-0.16,1085,-28.3,48,91,B+,C,C+,76
EXC,Exelon Corp,64,UTILITY,Utility-Diversified,43.88,2.4,1.02,22964,197,67,95,B+,C,B-,86
FTS,Fortis Inc,64,UTILITY,Utility-Diversified,47.27,-0.1,-0.05,401,-3.5,48,84,B+,C,B,76
LNT,Alliant Energy Corp,64,UTILITY,Utility-Diversified,59.9,0.1,0.04,525,-28.8,70,84,B+,B,D,80
NGG,National Grid Plc Adr,64,UTILITY,Utility-Diversified,74.62,-0.3,-0.26,227,-30.6,35,92,B+,C,B-,81
PCG,P G & E Corporation,64,UTILITY,Utility-Diversified,12.02,-1.9,-0.24,18765,53.2,30,89,B+,B,C,72
PEG,Public Svc Enterprise Gp,64,UTILITY,Utility-Diversified,67.15,-0.2,-0.13,1777,38.4,55,85,B+,C,B-,73
CLS,Celestica Inc,65,CHIPS,Elec-Semiconductor Mfg,12.62,-0.4,-0.05,841,82.6,59,97,B,D,A-,85
CME,C M E Group Inc,68,FINANCE,Financial Svcs-Specialty,241.11,0.7,1.74,2514,144.3,70,90,B,C,B-,80
ECPG,Encore Capital Group Inc,68,FINANCE,Financial Svcs-Specialty,66.05,-1.4,-0.96,201,-38.1,79,98,B,A,C+,93
OPBK,OP Bancorp,68,FINANCE,Financial Svcs-Specialty,13.95,3.7,0.5,39,-4.5,97,95,B,A,D+,97
AEP,American Electric Power,69,UTILITY,Utility-Electric Power,90.28,0.4,0.43,1810,-15.2,58,79,B,B,C+,78
ETR,Entergy Corp,69,UTILITY,Utility-Electric Power,112.09,0.1,0.08,801,-11.8,41,86,B,B,B-,75
FE,Firstenergy Corp,69,UTILITY,Utility-Electric Power,42.6,0.6,0.27,2915,22.9,48,90,B,B,B,78
OGE,O G E Energy Corp,69,UTILITY,Utility-Electric Power,38.3,0.5,0.2,1069,20.1,74,90,B,A,B-,90
PAM,Pampa Energia Sa Adr,69,UTILITY,Utility-Electric Power,19.46,-2.8,-0.56,58,-52.5,83,96,B,B,C+,94
POR,Portland General Electrc,69,UTILITY,Utility-Electric Power,52.52,-0.3,-0.15,368,13.1,47,86,B,B,B-,81
SO,Southern Co,69,UTILITY,Utility-Electric Power,69.29,0.7,0.48,4843,25.4,55,86,B,B,B,81
TAC,Transalta Corp,69,UTILITY,Utility-Electric Power,10.75,-0.5,-0.05,214,11.8,13,81,B,D,B-,67
VST,Vistra Corp,69,UTILITY,Utility-Electric Power,21.88,-1.6,-0.37,3255,-7.1,8,91,B,E,B+,62
AER,Aercap Holdings Nv,70,FINANCE,Comml Svcs-Leasing,62.21,-1.8,-1.2,659,-41.8,79,90,B,C,C-,88
TGH,Textainer Group Holdings,70,FINANCE,Comml Svcs-Leasing,38.05,-0.8,-0.32,247,-13.1,99,97,B,B,C,99
TSN,Tyson Foods Inc Cl A,71,FOOD/BEV,Food-Meat Products,90.37,-1.1,-0.98,1719,12.4,85,94,B,B,B+,90
FLO,Flowers Foods Inc,72,FOOD/BEV,Food-Packaged,28.56,0.4,0.12,1337,23.4,61,92,B,B,B,83
GIS,General Mills Inc,72,FOOD/BEV,Food-Packaged,69.08,0.5,0.31,2666,-2.9,54,90,B,B,C+,78
PEP,Pepsico Inc,72,FOOD/BEV,Food-Packaged,175.41,0,-0.06,2896,-14.8,72,90,B,A,D,84
TWNK,Hostess Brands Inc Cl A,72,FOOD/BEV,Food-Packaged,20.51,0.5,0.11,1546,-5.4,63,95,B,C,B+,89
STX,Seagate Technology Hldgs,73,COMPUTER,Computer-Data Storage,108.17,-2,-2.16,1313,-28.6,90,96,B,A,B+,97
ANTM,Anthem Inc,75,MEDICAL,Medical-Managed Care,452.47,1.9,8.31,1472,78.3,97,91,B,B,C,92
MEOH,Methanex Corp,78,CHEMICAL,Chemicals-Specialty,46.77,1.2,0.57,374,6,74,92,B,A,B,93
ARCC,Ares Capital Corp,80,FINANCE,Finance-Investment Mgmt,22.12,-0.5,-0.11,1981,-37,68,89,B,A,C,86
SAMG,Silvercrest Asset Cl A,80,FINANCE,Finance-Investment Mgmt,17.66,-1.1,-0.19,11,-34.2,91,90,B,A,B+,96
SCM,Stellus Cap Investment,80,FINANCE,Finance-Investment Mgmt,13.74,-0.9,-0.12,32,-48.8,39,84,B,B,C+,74
TRIN,Trinity Capital Inc,80,FINANCE,Finance-Investment Mgmt,17.57,-0.5,-0.08,36,-18.6,65,90,B,A,B+,98
BLL,Ball Corp,81,MISC,Containers/Packaging,93.03,-1.5,-1.44,1035,-25.4,83,79,B-,A,D+,88
CCK,Crown Holdings Inc,81,MISC,Containers/Packaging,112.24,-2.2,-2.58,638,-17,81,88,B-,A,B-,89
SEE,Sealed Air Corp,81,MISC,Containers/Packaging,66.75,-2.2,-1.51,449,-30.6,76,94,B-,-,D+,75
DLHC,D L H Holdings Corp,82,BUSINS SVC,Comml Svcs-Staffing,15.92,-2.3,-0.38,51,-36.2,94,97,B-,A,B,99
BTAQ,Burgundy Tech Acq Cl A,89,MISC,Finance-Blank Check,10.03,0,0,130,15.4,69,60,B-,-,B-,68
DWAC,Digital World Acq Cp ClA,89,MISC,Finance-Blank Check,81.24,1.8,1.41,8543,40.3,8,99,B-,-,B+,52
KLAQ,KL Acquisition Corp Cl A,89,MISC,Finance-Blank Check,9.75,0,0,24,-0.5,38,60,B-,-,B+,64
MACU,Mallard Acquisition Corp,89,MISC,Finance-Blank Check,10.04,0,0,0,0,69,65,B-,-,B+,74
OCAX,OCA Acquisition Corp ClA,89,MISC,Finance-Blank Check,9.99,-0.1,-0.01,108,184.1,38,69,B-,-,B+,67
VTAQ,Ventoux CCM Acquisition,89,MISC,Finance-Blank Check,10.05,0,0,10,-86.8,69,65,B-,-,B+,74
WARR,Warrior Techno Acq Cl A,89,MISC,Finance-Blank Check,9.83,0.1,0.01,0,-97.4,38,65,B-,-,B+,66
CMC,Commercial Metals Co,91,METALS,Metal Proc & Fabrication,35.01,-1.5,-0.55,773,-7.5,99,94,B-,A,B+,98
SYNL,Synalloy Corp Del,91,METALS,Metal Proc & Fabrication,17.36,-0.2,-0.13,11,-78.5,69,99,B-,D,B,91
IPAR,Inter Parfums Inc,94,CONSUMER,Cosmetics/Personal Care,96.43,-0.9,-0.86,33,-58.5,90,95,B-,B,A+,98
PG,Procter & Gamble,94,CONSUMER,Cosmetics/Personal Care,164.18,1,1.58,6423,0.7,63,91,B-,A,B-,86
CACI,C A C I Intl Cl A,95,BUSINS SVC,Computer-Tech Services,254.66,-0.9,-2.37,231,123.6,64,52,B-,B,B-,66
IMTE,Integrated Media Tech,95,BUSINS SVC,Computer-Tech Services,6.91,0.9,0.06,27,-98,35,98,B-,E,C-,60
RENN,Renren Inc Ads,99,INTERNET,Internet-Content,21.52,-1.8,-0.39,19,-89.5,69,99,C+,E,A,85
HFFG,Hf Foods Group Inc,100,RETAIL,Wholesale-Food,6.52,-1.4,-0.09,127,102.9,69,69,C+,D,D+,67
NXST,Nexstar Media Group Cl A,103,MEDIA,Media-Radio/Tv,169.85,-1.6,-2.77,328,-0.7,88,91,C+,A,B+,90
DBC,Invesco Db Commdty Idx,104,MISC,Finance-ETF / ETN,22.66,0.2,0.06,2512,-27.6,0,93,C+,-,B,0
ERX,Direxion Energy Bull 2X,104,MISC,Finance-ETF / ETN,43.88,-1.9,-0.84,6744,47.2,0,99,C+,-,A-,0
JJG,Ipath Sr B Blom Grains,104,MISC,Finance-ETF / ETN,70.15,-0.1,-0.05,1,-67.4,0,85,C+,-,B+,0
LABD,Direxion S&P Bio Bear 3X,104,MISC,Finance-ETF / ETN,43.84,7.7,3.13,4246,19.9,0,99,C+,-,B-,0
NRGU,Micsec Us Big Oil 3X Lev,104,MISC,Finance-ETF / ETN,299.34,-2.2,-6.77,285,-10.9,0,99,C+,-,B,0
USO,United States Oil Fnd Lp,104,MISC,Finance-ETF / ETN,63.6,1.7,1.08,4726,-22.4,0,96,C+,-,B-,0
XLE,Energy Select Sectr SPDR,104,MISC,Finance-ETF / ETN,67.84,-1,-0.65,29669,-9.9,0,97,C+,-,B-,0
XLP,Spdr Consumer Staples,104,MISC,Finance-ETF / ETN,76.84,0,0.03,13296,-13.8,0,86,C+,-,C+,0
CW,Curtiss-Wright Corp,105,AEROSPACE,Aerospace/Defense,132.13,-0.7,-0.91,141,14.9,79,84,C+,B,C-,77
ESLT,Elbit Systems Ltd,105,AEROSPACE,Aerospace/Defense,166.53,-0.9,-1.56,21,-46,85,92,C+,B,C-,88
GD,General Dynamics Corp,105,AEROSPACE,Aerospace/Defense,212.4,-0.8,-1.68,1157,39.9,56,90,C+,B,B-,74
NOC,Northrop Grumman Corp,105,AEROSPACE,Aerospace/Defense,373.93,0.8,2.95,571,-8.1,73,82,C+,C,D+,72
ABBV,AbbVie Inc,106,MEDICAL,Medical-Ethical Drugs,140.65,1.5,2.06,8091,45.5,90,93,C+,A,A-,93
MRK,Merck & Co Inc,106,MEDICAL,Medical-Ethical Drugs,79.01,-3.7,-3,16166,48.5,86,74,C+,A,B-,87
TRNS,Transcat Inc,108,ELECTRNCS,Electronic-Parts,81.53,-1.4,-1.18,80,119.2,78,97,C+,C,C+,89
DOV,Dover Corp,112,MACHINE,Machinery-Gen Industrial,163.46,-4,-6.81,746,38.2,88,87,C+,A,D-,85
ELSE,Electro Sensors Inc,112,MACHINE,Machinery-Gen Industrial,5.24,-1.9,-0.1,2,-81.8,69,84,C+,D,B,71
FTV,Fortive Corporation,112,MACHINE,Machinery-Gen Industrial,66.18,-7.6,-5.44,7567,369.2,73,56,C+,B,B+,77
IR,Ingersoll-Rand Inc,112,MACHINE,Machinery-Gen Industrial,55.04,-3,-1.72,1999,37.3,90,88,C+,A,D+,91
ITW,Illinois Tool Works Inc,112,MACHINE,Machinery-Gen Industrial,241.26,2.2,5.29,1296,90.2,76,81,C+,A,C+,84
NPO,Enpro Industries Inc,112,MACHINE,Machinery-Gen Industrial,104.53,-0.9,-1,74,-13.1,96,94,C+,C,B,91
TT,Trane Technologies plc,112,MACHINE,Machinery-Gen Industrial,161.67,-2,-3.28,1581,40.7,68,42,C+,B,E,57
CSGS,C S G Systems Inc,114,BUSINS SVC,Comml Svcs-Outsourcing,57.19,-2,-1.14,315,117.8,62,95,C,B,B,81
PPIH,Perma Pipe Intl Hldgs,116,MACHINE,Pollution Control,8.58,-0.2,-0.02,1,-94.7,69,93,C,D,A-,87
CHD,Church & Dwight Inc,117,CONSUMER,Soap & Clng Preparatns,102.95,-0.2,-0.24,1325,-4.3,85,93,C,B,C-,84
GSK,Glaxosmithkline Plc Adr,122,MEDICAL,Medical-Diversified,44.98,-1.6,-0.73,4685,25.2,71,90,C,A,B-,84
ABB,A B B Ltd,127,MACHINE,Electrical-Power/Equipmt,34.27,-3.6,-1.27,1762,9,57,79,C-,B,D-,69
NVT,Nvent Electric Plc,127,MACHINE,Electrical-Power/Equipmt,34.45,-2.1,-0.76,444,-33.1,75,87,C-,B,D-,80
PPSI,Pioneer Power Solutions,127,MACHINE,Electrical-Power/Equipmt,6.1,0.3,0.02,202,-95.4,15,98,C-,E,B+,55
CPSS,Consumer Portfolio Svcs,131,FINANCE,Finance-Consumer Loans,10.8,-6.5,-0.75,76,-37.1,54,99,C-,C,A,81
BOX,Box Inc Cl A,134,SOFTWARE,Computer Sftwr-Database,25.67,-2.3,-0.6,1072,-26.7,47,90,C-,A,C+,79
CYXT,Cyxtera Technologies ClA,134,SOFTWARE,Computer Sftwr-Database,11.65,-1.6,-0.19,119,-50.1,2,93,C-,-,A-,60
NEWR,New Relic Inc,134,SOFTWARE,Computer Sftwr-Database,99.06,-2.8,-2.88,486,-24.9,10,96,C-,D,C,61
BDX,Becton Dickinson & Co,139,MEDICAL,Medical-Supplies,270.35,5.3,13.68,2448,128.8,68,72,C-,A,C,71
ISIG,Insignia Systems Inc,140,BUSINS SVC,Comml Svcs-Advertising,13.81,2.7,0.36,312,-95.8,27,99,C-,E,D,42
WPP,W P P Plc Ads,140,BUSINS SVC,Comml Svcs-Advertising,78.93,-1.6,-1.28,156,30.1,74,93,C-,C,D,82
RELL,Richardson Electrs,141,ELECTRNCS,Elec-Misc Products,11.95,-2.5,-0.31,241,65.5,69,98,D+,C,B-,86
ULTA,Ulta Beauty Inc,143,RETAIL,Retail-Specialty,364.56,-1.9,-7.08,321,-51.2,86,86,D+,B,E,85
SCSC,Scansource Inc,146,RETAIL,Wholesale-Electronics,32.09,-0.1,-0.02,66,-9.9,80,65,D+,C,B+,73
WSTG,Wayside Tech Group Inc,146,RETAIL,Wholesale-Electronics,30.51,-0.4,-0.11,16,8.7,88,95,D+,C,C,83
TJX,T J X Cos Inc,147,RETAIL,Retail-Apparel/Shoes/Acc,69.74,-3.2,-2.3,4834,-4.5,55,79,D+,C,C-,74
VSCO,Victoria's Secret & Co,148,APPAREL,Apparel-Clothing Mfg,55.97,-0.4,-0.25,1026,-17.8,51,87,D+,C,B,66
HCA,H C A Healthcare Inc,150,MEDICAL,Medical-Hospitals,241.05,0.1,0.26,866,-27.2,91,85,D+,-,D-,69
THC,Tenet Healthcare Corp,150,MEDICAL,Medical-Hospitals,75.43,-1.3,-1,515,-29.4,98,92,D+,-,B-,81
DPZ,Dominos Pizza Inc,153,RETAIL,Retail-Restaurants,443.26,-1.9,-8.68,350,-2.7,90,60,D+,-,E,53
DRI,Darden Restaurants Inc,153,RETAIL,Retail-Restaurants,138.51,-1.7,-2.28,724,-26.5,74,65,D+,A,D,76
KRUS,Kura Sushi USA Inc Cl A,153,RETAIL,Retail-Restaurants,43.34,-1.4,-0.61,45,-45.1,50,93,D+,D,C,62
PZZA,Papa Johns Intl Inc,153,RETAIL,Retail-Restaurants,122.44,-2,-2.53,240,-22.5,65,90,D+,-,B-,72
CARS,Cars.com Inc,155,RETAIL,Retail/Whlsle-Automobile,15.17,-2.7,-0.43,202,-73.7,16,94,D,C,B+,64
LAUR,Laureate Education Inc,158,CONSUMER,Consumer Svcs-Education,12.25,-1,-0.12,790,-22.1,25,98,D,D,A,72
PVG,Pretium Resources Inc,160,MINING,Mining-Gold/Silver/Gems,13.53,-1,-0.13,452,-62.1,58,95,D,B,B-,76
AMPH,Amphastar Pharmaceutcls,170,MEDICAL,Medical-Biomed/Biotech,25.47,0.6,0.14,199,3.9,90,96,D-,B,B+,95
BMRN,Biomarin Pharmaceutical,170,MEDICAL,Medical-Biomed/Biotech,87.83,-0.7,-0.61,589,-41.3,82,86,D-,C,B-,77
ITCI,Intra-Cellular Therapies,170,MEDICAL,Medical-Biomed/Biotech,46.33,-3.6,-1.73,505,-51.7,21,96,D-,D,A-,67
ICLR,ICON plc,171,MEDICAL,Medical-Research Eqp/Svc,268.18,-2.8,-7.72,324,-31.5,90,90,D-,A,C-,91
LIVN,Livanova Plc,172,MEDICAL,Medical-Products,72.82,-1,-0.73,224,-12.6,70,34,D-,C,C+,55
ELMD,Electromed Inc,176,MEDICAL,Medical-Systems/Equip,12.8,-0.1,-0.01,4,-72.1,49,93,D-,C,B-,71
STE,Steris Plc,176,MEDICAL,Medical-Systems/Equip,228.23,-0.2,-0.42,268,-13.1,92,85,D-,A,C,91
AKAM,Akamai Technologies Inc,180,SOFTWARE,Computer Sftwr-Enterprse,114.63,-1,-1.18,873,-8.3,81,79,D-,A,B-,79
VSTO,Vista Outdoor Inc,185,LEISURE,Leisure-Products,39.51,-0.3,-0.1,2467,263.1,73,74,E,A,B-,83
