Symbol,Name,Sector,Industry Name,Ind Group Rank,Exchange,Current Price,Price % Chg,Price $ Chg,Volume (1000s),Vol % Chg vs 50-Day,EPS Rating,RS Rating,Ind Group RS,SMR Rating,A/D Rating,Comp Rating
PSTG,Pure Storage Inc Cl A,COMPUTER,Computer-Data Storage,74,NYSE,26.33,-0.9,-0.23,2404,-28.2,97,90,B,C,B-,98
QMCO,Quantum Corporation,COMPUTER,Computer-Data Storage,74,NASDAQ,4.95,-3.3,-0.17,181,-8.1,69,20,B,-,D+,36
SGH,Smart Global Holdings,COMPUTER,Computer-Data Storage,74,NASDAQ,27.85,-2.4,-0.68,641,41.9,97,92,B,A,C,99
SIMO,Silicon Motion Tech Ads,COMPUTER,Computer-Data Storage,74,NASDAQ,80.6,1.2,0.92,443,9.5,87,92,B,A,B-,96
STX,Seagate Technology Hldgs,COMPUTER,Computer-Data Storage,74,NASDAQ,110.4,2.3,2.44,1473,-11.8,90,95,B,A,B+,97
WDC,Western Digital Corp,COMPUTER,Computer-Data Storage,74,NASDAQ,53.5,1.8,0.93,3055,-3.9,69,31,B,B,E,58
CAJ,Canon Inc Adr,COMPUTER,Computer-Hardware/Perip,83,NYSE,24.11,1,0.24,175,-21.9,50,75,B-,C,B-,67
CRCT,Cricut Inc Cl A,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,18.62,-4.4,-0.85,222,-20.4,83,21,B-,B,D+,59
CRSR,Corsair Gaming Inc,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,19.7,-2.4,-0.49,541,-43.9,51,18,B-,B,E,31
DELL,Dell Technologies Cl C,COMPUTER,Computer-Hardware/Perip,83,NYSE,59.5,1.6,0.93,2414,-30.3,65,93,B-,A,B,91
HPQ,H P Inc,COMPUTER,Computer-Hardware/Perip,83,NYSE,38.19,1.9,0.73,8087,1.4,95,95,B-,-,B-,84
IONQ,Ionq Inc Cl A,COMPUTER,Computer-Hardware/Perip,83,NYSE,11.56,-5.3,-0.65,3512,-20.4,7,69,B-,-,B,37
LOGI,Logitech Intl Sa,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,82.59,1.6,1.33,619,-25.7,62,28,B-,B,B,56
MKFG,Markforged Holding Corp,COMPUTER,Computer-Hardware/Perip,83,NYSE,4.7,-4.1,-0.2,507,-18.8,43,10,B-,E,D-,30
OSS,One Stop Systems Inc,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,4.02,-0.9,-0.04,26,-70.5,90,19,B-,D,E,50
SCKT,Socket Mobile Inc,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,3.7,-1.9,-0.07,9,-85.1,69,22,B-,D,E,35
SMCI,Super Micro Computer Inc,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,43.62,4.6,1.92,663,356.5,77,91,B-,B,B+,94
TACT,Transact Tech Inc,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,9.26,-3.9,-0.38,11,-44.3,21,21,B-,E,C,31
XRX,Xerox Holdings Corp,COMPUTER,Computer-Hardware/Perip,83,NASDAQ,22.1,0.2,0.04,2410,12.7,28,72,B-,D,E,45
AGYS,Agilysys Inc,COMPUTER,Computer-Integrated Syst,190,NASDAQ,37.24,-3.9,-1.52,69,18.9,20,25,E,B,B-,27
CYN,Cyngn Inc,COMPUTER,Computer-Integrated Syst,190,NASDAQ,1.49,-9.5,-0.16,248,-58.1,22,1,E,E,B-,8
DBD,Diebold Nixdorf Inc,COMPUTER,Computer-Integrated Syst,190,NYSE,9.27,-2.8,-0.27,418,-7.2,34,30,E,-,D-,22
GET,Getnet Adquirencia e Ads,COMPUTER,Computer-Integrated Syst,190,NASDAQ,1.25,-2.3,-0.03,58,-59.2,24,21,E,C,D-,21
NATI,National Instrument Corp,COMPUTER,Computer-Integrated Syst,190,NASDAQ,41.72,0.5,0.2,682,31.1,84,55,E,B,B+,76
NCR,N C R Corp,COMPUTER,Computer-Integrated Syst,190,NYSE,38.67,-0.6,-0.23,404,-55.9,72,39,E,B,D-,59
OMQS,Omniq Corp,COMPUTER,Computer-Integrated Syst,190,NASDAQ,6.16,-1.3,-0.08,8,-69.1,14,10,E,E,D-,9
PAR,Par Technology Corp,COMPUTER,Computer-Integrated Syst,190,NYSE,36.3,-3.3,-1.25,670,112,2,11,E,D,D,9
QUMU,Qumu Corp,COMPUTER,Computer-Integrated Syst,190,NASDAQ,1.95,-1.5,-0.03,11,-84.8,6,17,E,E,E,1
SGLB,Sigma Labs Inc,COMPUTER,Computer-Integrated Syst,190,NASDAQ,2.23,0.1,0,28,-72.1,43,16,E,E,B-,25
TKAT,Takung Art Co Ltd,COMPUTER,Computer-Integrated Syst,190,AMEX,2.9,-4.1,-0.12,168,-89.5,5,10,E,D,D-,4
ALLT,Allot Ltd,COMPUTER,Computer-Networking,33,NASDAQ,9.11,-5.7,-0.55,251,76.5,44,14,A-,D,D-,36
ANET,Arista Networks Inc,COMPUTER,Computer-Networking,33,NYSE,125.42,0.9,1.12,1418,-10.6,91,96,A-,A,B-,97
BOSC,B O S Better Online Sol,COMPUTER,Computer-Networking,33,NASDAQ,2.63,0.4,0.01,9,-43.5,35,25,A-,D,D+,35
CAMP,Calamp Corp,COMPUTER,Computer-Networking,33,NASDAQ,5.89,-1.9,-0.12,150,-35.1,34,10,A-,D,D,27
CSCO,Cisco Systems Inc,COMPUTER,Computer-Networking,33,NASDAQ,56.29,1.7,0.92,15911,2.6,67,77,A-,A,D-,80
DGII,Digi International Inc,COMPUTER,Computer-Networking,33,NASDAQ,22.16,0.2,0.05,129,75.7,68,83,A-,B,B+,89
DTSS,Datasea Inc,COMPUTER,Computer-Networking,33,NASDAQ,1.23,-3.1,-0.04,31,-78.5,10,8,A-,E,B-,27
EXTR,Extreme Networks Inc,COMPUTER,Computer-Networking,33,NASDAQ,12.54,0.4,0.05,879,-20.1,66,92,A-,A,D-,91
IOT,Samsara Inc Cl A,COMPUTER,Computer-Networking,33,NYSE,21.5,1.3,0.28,2245,10.8,41,29,A-,-,-,43
JNPR,Juniper Networks Inc,COMPUTER,Computer-Networking,33,NYSE,34.54,1.5,0.5,3807,30.9,49,93,A-,B,B,84
LTRX,Lantronix Inc,COMPUTER,Computer-Networking,33,NASDAQ,7.09,-1.1,-0.08,70,-69.1,91,89,A-,B,B,97
MINM,Minim Inc,COMPUTER,Computer-Networking,33,NASDAQ,1.27,0.4,0.01,8,-92.8,47,9,A-,D,E,32
NTGR,Netgear Inc,COMPUTER,Computer-Networking,33,NASDAQ,28.14,1.9,0.53,207,16,44,25,A-,B,B-,51
RDWR,Radware Limited,COMPUTER,Computer-Networking,33,NASDAQ,34.26,-0.7,-0.25,127,-55.1,93,86,A-,C,C,94
SANG,Sangoma Technologies Crp,COMPUTER,Computer-Networking,33,NASDAQ,14,0,0,0,0,8,25,A-,C,-,40
SILC,Silicom Ltd,COMPUTER,Computer-Networking,33,NASDAQ,44.64,-0.8,-0.37,11,-36.2,56,69,A-,B,D,73
SWIR,Sierra Wireless Inc,COMPUTER,Computer-Networking,33,NASDAQ,15.32,3.1,0.46,144,-12.8,24,29,A-,E,D-,33
BOXL,Boxlight Corp,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,1.1,-3.5,-0.04,358,-67.8,56,9,E,D,E,23
DSWL,Deswell Industries Inc,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,3.77,0,0,8,3.2,69,52,E,B,D,58
GPRO,Gopro Inc Cl A,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,9.1,-1.6,-0.15,2195,9.1,67,48,E,C,D,56
GRMN,Garmin Ltd,CONSUMER,Consumer Prod-Electronic,194,NYSE,127.4,1.6,2.04,778,33.1,84,33,E,B,E,48
HEAR,Turtle Beach Corporation,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,20.71,-3.3,-0.7,413,33.5,26,21,E,B,D-,19
KOSS,Koss Corp,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,8.35,-2.6,-0.22,35,-72.1,27,8,E,D,C-,8
MSN,Emerson Radio Corp,CONSUMER,Consumer Prod-Electronic,194,AMEX,0.75,-3.2,-0.03,24,-78.6,38,14,E,D,B-,19
NN,Nextnav Inc,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,7.48,0.3,0.02,16,-87.7,4,20,E,-,D+,9
POLY,Plantronics Inc,CONSUMER,Consumer Prod-Electronic,194,NYSE,27.42,1.7,0.45,210,-3.4,53,28,E,B,C+,30
SONO,Sonos Inc,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,25.53,-0.2,-0.05,1827,-10.8,30,21,E,B,D-,24
UEIC,Universal Electronics,CONSUMER,Consumer Prod-Electronic,194,NASDAQ,35.14,-1.5,-0.53,19,-41.2,66,20,E,C,B+,38
VZIO,Vizio Holding Corp Cl A,CONSUMER,Consumer Prod-Electronic,194,NYSE,14.42,-1.1,-0.16,382,-27.7,8,17,E,B,C,20
ZEPP,Zepp Health Corp Ads,CONSUMER,Consumer Prod-Electronic,194,NYSE,4.68,-5.9,-0.29,61,-70.2,77,8,E,C,C,27
ACB,Aurora Cannabis Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,4.26,-4.8,-0.22,3651,-25.8,53,11,D-,E,D-,14
AFCG,Afc Gamma Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,20.04,-0.6,-0.12,87,-50.2,40,33,D-,-,D-,41
CBAT,Cbak Energy Tech Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,1.15,-7.3,-0.09,581,-57.2,69,3,D-,C,D+,24
CENT,Central Garden & Pet Co,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,46.7,-0.4,-0.2,36,-1.2,52,37,D-,B,D+,43
CENTA,Central Garden Pet Cl A,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,43.46,-0.7,-0.29,132,24.9,51,48,D-,B,B-,55
CGC,Canopy Growth Corp,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,8.02,-6,-0.52,5417,-15.5,56,6,D-,D,C+,23
CLVR,Clever Leaves Holdings,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,2.06,-6.8,-0.15,110,-49.1,20,1,D-,E,D-,1
CMPO,Composecure Inc Cl A,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,8.24,-1.1,-0.1,47,-65.9,39,25,D-,-,D,33
CRON,Cronos Group Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,3.72,-3,-0.12,882,-63.3,39,10,D-,C,D,24
CRWS,Crown Crafts Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,7,1.1,0.08,21,35.9,48,52,D-,B,D-,47
CTIB,Yunhong Cti Ltd,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.92,-5.1,-0.05,133,7.1,30,8,D-,E,B+,15
ENR,Energizer Holdings Inc,CONSUMER,Consumer Prod-Specialty,174,NYSE,37.2,0.4,0.14,456,22.4,76,31,D-,B,C-,49
FLGC,Flora Growth Corp,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,1.7,-3.7,-0.07,648,-60.2,5,2,D-,E,D+,3
GNLN,Greenlane Holdings Cl A,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.7,-11.4,-0.09,1141,10.8,44,1,D-,E,C-,15
GRVI,Grove Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,4.45,-1.8,-0.08,32,-61.1,69,25,D-,A,B,59
HEXO,Hexo Corp,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.66,3.6,0.02,13816,73.2,12,1,D-,D,D,8
HITI,High Tide Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,4.09,-4.9,-0.21,103,-39,15,14,D-,D,E,15
HUGE,Fsd Pharma Inc Cl B,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.86,-0.6,-0.01,80,-56.7,43,9,D-,D,D,20
IMCC,I M Cannabis Corp,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,2.02,-7.3,-0.16,105,-85.7,10,11,D-,D,E,5
INCR,Intercure Ltd,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,6.31,-1.1,-0.07,9,-70.2,30,42,D-,C,D+,38
NEPT,Neptune Well Sol Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.31,-0.3,0,474,-54.3,28,4,D-,E,D-,2
ODC,Oil Dri Corp America,CONSUMER,Consumer Prod-Specialty,174,NYSE,33.35,-1.3,-0.43,11,-38.4,29,52,D-,C,B+,49
OGI,Organigram Holdings Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,1.54,-4.7,-0.08,3347,-45.8,49,18,D-,E,B+,32
SNDL,Sundial Growers Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,0.49,-1.4,-0.01,51173,-34.3,61,15,D-,E,C,25
SUMR,Summer Infant Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,8.98,-2.4,-0.23,2,-45.7,18,27,D-,C,D-,16
TLRY,Tilray Brands Inc Cl 2,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,5.99,-3.7,-0.23,13923,-34.4,48,6,D-,D,D-,18
ULBI,Ultralife Corp,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,5.21,-4.4,-0.24,36,14.9,27,24,D-,D,D-,13
VLNS,Valens Company Inc,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,1.85,-6.3,-0.13,71,4.2,4,3,D-,E,E,2
VUZI,Vuzix Corporation,CONSUMER,Consumer Prod-Specialty,174,NASDAQ,6.36,-6.2,-0.42,1188,-44.2,24,8,D-,D,D,9
YCBD,Cbdmd Inc,CONSUMER,Consumer Prod-Specialty,174,AMEX,1.02,-4.7,-0.05,207,-82.4,51,6,D-,E,D-,13
AACG,A T A Creativity Glb Ads,CONSUMER,Consumer Svcs-Education,159,NASDAQ,1.62,0.6,0.01,375,-22,30,19,D,D,D-,16
AFYA,Afya Limited Cl A,CONSUMER,Consumer Svcs-Education,159,NASDAQ,14.46,-1.6,-0.24,301,1.6,64,20,D,B,A-,56
AMBO,Ambow Education Hldg Ads,CONSUMER,Consumer Svcs-Education,159,AMEX,0.76,0,0,350,258.8,39,6,D,E,B-,22
APEI,American Public Educ Inc,CONSUMER,Consumer Svcs-Education,159,NASDAQ,20.78,-3.3,-0.7,20,-64.6,19,22,D,C,D+,24
ASPU,Aspen Group Inc,CONSUMER,Consumer Svcs-Education,159,NASDAQ,1.99,-9.4,-0.21,126,-54.8,4,3,D,D,C-,6
ATGE,Adtalem Global Education,CONSUMER,Consumer Svcs-Education,159,NYSE,28.5,-3.1,-0.91,188,-18.8,54,25,D,B,B-,51
BEDU,Bright Scholar Edu Hldgs,CONSUMER,Consumer Svcs-Education,159,NYSE,0.98,-3.1,-0.03,22,-50.7,11,1,D,E,E,4
BFAM,Bright Horizns Fam Solns,CONSUMER,Consumer Svcs-Education,159,NYSE,127.76,0,0,209,-37.4,59,25,D,C,B+,52
CHGG,Chegg Inc,CONSUMER,Consumer Svcs-Education,159,NYSE,25.98,-4.6,-1.26,1388,-55.3,93,9,D,A,C-,48
CLEU,China Liberal Edu Hldgs,CONSUMER,Consumer Svcs-Education,159,NASDAQ,0.89,0.5,0,759,81.6,87,2,D,C,D,28
COE,China OnlineEdu Cl A Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,0.94,8.6,0.07,92,-50.5,9,1,D,-,D+,2
EDTK,Skillful Craftsman EduTh,CONSUMER,Consumer Svcs-Education,159,NASDAQ,1.32,-8.3,-0.12,455,4.8,17,25,D,C,B-,21
EDU,New Orientl Edu&Tech Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,1.41,-0.4,-0.01,12375,-49.1,55,6,D,B,C,31
EEIQ,Elite Edu Group Intl Ltd,CONSUMER,Consumer Svcs-Education,159,NASDAQ,2.93,-2.3,-0.07,12,-51.6,8,18,D,C,B,14
FC,Franklin Covey Company,CONSUMER,Consumer Svcs-Education,159,NYSE,46.25,-0.4,-0.19,29,-17.2,68,96,D,B,B+,88
FEDU,Four Seasons Ed(Cymn)Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,0.66,-3.1,-0.02,0,-98.9,11,14,D,E,B-,13
FHS,First High Schl Edu Cl A,CONSUMER,Consumer Svcs-Education,159,NYSE,1.58,-0.6,-0.01,78,-49,24,4,D,B,C+,21
GOTU,Gaotu Techedu Inc Cl A,CONSUMER,Consumer Svcs-Education,159,NYSE,1.84,-1.9,-0.04,2024,-63,8,3,D,D,B,12
HLG,Hailiang Edu Group Ads,CONSUMER,Consumer Svcs-Education,159,NASDAQ,11,3.5,0.37,2,-50.5,74,1,D,B,D+,34
IH,Ihuman Inc Ads Cl A,CONSUMER,Consumer Svcs-Education,159,NYSE,2.59,-5.3,-0.14,20,-19.8,14,3,D,C,D,10
KUKE,Kuke Music Hldg Cl A Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,4.14,-3.3,-0.14,14,-81,69,20,D,C,C+,40
LAIX,Laix Inc Ads Cl A,CONSUMER,Consumer Svcs-Education,159,NYSE,0.5,-0.3,0,9,-90.7,69,5,D,-,D-,15
LAUR,Laureate Education Inc,CONSUMER,Consumer Svcs-Education,159,NASDAQ,12.35,0.8,0.1,570,-35.1,25,98,D,D,A,72
LINC,Lincoln Educational Svcs,CONSUMER,Consumer Svcs-Education,159,NASDAQ,6.97,3.9,0.26,84,5.7,64,55,D,B,C-,67
LOPE,Grand Canyon Education,CONSUMER,Consumer Svcs-Education,159,NASDAQ,82.22,-1.1,-0.91,257,-0.3,71,42,D,A,B,58
LRN,Stride Inc,CONSUMER,Consumer Svcs-Education,159,NYSE,36.03,-0.1,-0.04,239,-35,84,90,D,B,B+,89
LXEH,Lixiang Education Hldgs,CONSUMER,Consumer Svcs-Education,159,NASDAQ,7,20.7,1.2,0,-89,24,15,D,B,E,25
METX,Meten Holding Group Ltd,CONSUMER,Consumer Svcs-Education,159,NASDAQ,0.18,-3,-0.01,5786,-69,8,1,D,-,B-,1
NEW,Puxin Limited Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,2.15,-3.6,-0.08,408,-19.7,10,1,D,E,D-,5
ONE,Onesmart Intl Cl A Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,4.29,-1.6,-0.07,122,-43.6,10,2,D,E,E,1
PRDO,Perdoceo Education Corp,CONSUMER,Consumer Svcs-Education,159,NASDAQ,10.99,-1.1,-0.12,239,-36.6,87,52,D,B,B-,69
PWSC,Powerschool Hldg Cl A,CONSUMER,Consumer Svcs-Education,159,NYSE,16.45,-2.2,-0.38,244,-40.1,22,25,D,D,B,31
REDU,Rise Education,CONSUMER,Consumer Svcs-Education,159,NASDAQ,0.5,-1,-0.01,494,-16.2,35,4,D,D,C+,19
RYB,R Y B Education Cl A Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,1.75,2.9,0.05,30,62.9,57,14,D,D,D,31
SKIL,Skillsoft Corp,CONSUMER,Consumer Svcs-Education,159,NYSE,7.04,-7.2,-0.55,203,-45.6,20,19,D,C,D,29
STG,Sunlands Tech Group Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,4.42,6.8,0.28,1,-97.4,69,11,D,-,B+,32
STRA,Strategic Education Inc,CONSUMER,Consumer Svcs-Education,159,NASDAQ,58.61,-2.8,-1.67,96,-33.9,56,24,D,B,B-,42
TAL,T A L Education Gp A Ads,CONSUMER,Consumer Svcs-Education,159,NYSE,2.97,4.9,0.14,14811,42.4,15,3,D,C,B-,16
TEDU,Tarena Intl Inc Cl A Adr,CONSUMER,Consumer Svcs-Education,159,NASDAQ,2.27,-1.7,-0.04,34,-82.2,22,2,D,E,C-,5
UTI,Universal Technical Inst,CONSUMER,Consumer Svcs-Education,159,NYSE,7.53,0.4,0.03,82,12.9,70,89,D,C,B-,78
VSTA,Vasta Platform Ltd Cl A,CONSUMER,Consumer Svcs-Education,159,NASDAQ,5.16,-1,-0.05,40,-81.2,4,29,D,E,B,16
VTRU,Vitru Ltd,CONSUMER,Consumer Svcs-Education,159,NASDAQ,15,-1.3,-0.2,11,-48.4,53,87,D,B,B-,72
WAFU,Wah Fu Education Group,CONSUMER,Consumer Svcs-Education,159,NASDAQ,3.18,6,0.18,26,7.4,69,6,D,B,C,35
YQ,17 Edu & Techno Grp Cl A,CONSUMER,Consumer Svcs-Education,159,NASDAQ,1.06,-6.2,-0.07,44,-84.1,50,1,D,-,E,10
ZME,Zhangmen Edu Inc Ads ClA,CONSUMER,Consumer Svcs-Education,159,NYSE,1.62,-4.9,-0.08,22,-85.7,1,1,D,-,D-,2
ZVO,Zovio Inc,CONSUMER,Consumer Svcs-Education,159,NASDAQ,1.26,-2.3,-0.03,250,139.9,8,9,D,E,B-,7
BON,Bon Natural Life Ltd,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,3.3,-0.3,-0.01,8,-96.7,64,6,C+,A,B,49
BRBR,Bellring Brands Inc Cl A,CONSUMER,Cosmetics/Personal Care,100,NYSE,24.14,-1.8,-0.45,362,-28.4,49,37,C+,-,C+,41
CL,Colgate Palmolive Co,CONSUMER,Cosmetics/Personal Care,100,NYSE,82.81,1.1,0.87,3852,23.1,54,79,C+,A,D-,67
COTY,Coty Inc,CONSUMER,Cosmetics/Personal Care,100,NYSE,8.49,-0.9,-0.08,4709,-13.7,14,72,C+,C,C-,62
CYAN,Cyanotech Corp,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,2.86,-0.3,-0.01,1,-96.7,69,32,C+,C,D-,46
EL,Estee Lauder Cos Cl A,CONSUMER,Cosmetics/Personal Care,100,NYSE,318.57,1.1,3.55,1739,77.4,88,75,C+,A,D-,82
ELF,E L F Beauty Inc,CONSUMER,Cosmetics/Personal Care,100,NYSE,29.63,-0.5,-0.15,536,110.9,85,75,C+,A,D-,80
EPC,Edgewell Personal Care,CONSUMER,Cosmetics/Personal Care,100,NYSE,44.76,0.6,0.26,369,50.3,75,93,C+,C,B-,82
EWCZ,European Wax Center Cl A,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,25.23,1,0.26,191,-21.5,69,72,C+,C,D,69
HAPP,Happiness Dvlp Grp Cl A,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,0.44,-3.3,-0.01,126,-77.8,8,3,C+,C,E,17
HELE,Helen Of Troy Ltd,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,206.38,-1.5,-3.1,100,-8.3,64,37,C+,B,D,58
HLF,Herbalife Nutrition Ltd,CONSUMER,Cosmetics/Personal Care,100,NYSE,41.67,-0.8,-0.32,708,-5.4,82,32,C+,-,D+,48
HNST,The Honest Company Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,6.64,-2.1,-0.14,982,-35.8,2,8,C+,E,C-,10
IFF,Intl Flavors & Fragrance,CONSUMER,Cosmetics/Personal Care,100,NYSE,133.21,-0.7,-0.89,548,-27.8,37,44,C+,B,D-,58
IPAR,Inter Parfums Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,97.27,-2,-1.97,42,-39.8,90,95,C+,B,A+,97
KMB,Kimberly-Clark Corp,CONSUMER,Cosmetics/Personal Care,100,NYSE,135.81,-1.1,-1.46,2062,65,48,75,C+,B,D,63
LFVN,Lifevantage Corporation,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,5.33,-18.5,-1.21,214,441.1,71,30,C+,C,C,49
MED,Medifast Inc,CONSUMER,Cosmetics/Personal Care,100,NYSE,194.2,-2.2,-4.43,81,5.2,98,29,C+,A,C-,73
MOHO,Ecmoho Ltd Class A ADS,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,0.33,4.8,0.01,217,-40.3,39,2,C+,E,E,7
MTEX,Mannatech Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,34,2.6,0.87,3,-47.9,69,97,C+,C,D-,72
NAII,Natural Alternatives,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,13.27,-0.2,-0.03,9,-54.6,69,42,C+,B,E,54
NATR,Natures Sunshine Prod,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,17.59,-2.4,-0.44,68,44.7,27,81,C+,B,A-,71
NHTC,Natural Health Trends,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,7.5,1.4,0.1,25,38.8,36,81,C+,E,C,58
NTCO,Natura &Co Hldg S A Adr,CONSUMER,Cosmetics/Personal Care,100,NYSE,8.32,-5.3,-0.47,1633,29.8,64,9,C+,C,D,32
NUS,Nu Skin Enterprises Inc,CONSUMER,Cosmetics/Personal Care,100,NYSE,51.56,1,0.5,397,10.4,61,83,C+,B,E,66
OLPX,Olaplex Holdings Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,21.75,-1.7,-0.37,578,-61,66,29,C+,A,E,63
PBH,Prestige Consumer Hlthcr,CONSUMER,Cosmetics/Personal Care,100,NYSE,58.31,3,1.69,311,159.2,87,88,C+,B,B-,90
PG,Procter & Gamble,CONSUMER,Cosmetics/Personal Care,100,NYSE,162.63,1.8,2.89,5347,-9.2,63,90,C+,A,B-,85
PRPH,Prophase Labs Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,6.82,-2.6,-0.18,5,-87,4,85,C+,C,B-,53
REV,Revlon Inc,CONSUMER,Cosmetics/Personal Care,100,NYSE,9.92,-1,-0.1,67,-16.8,22,39,C+,-,E,24
SKIN,Beauty Health Co Cl A,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,13.78,-3.6,-0.52,1662,-7.5,39,26,C+,D,E,32
TKLF,Yoshitsu Co Ltd Ads,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,3.53,-1.1,-0.04,7005,-31.6,50,1,C+,A,-,35
USNA,U S A N A Health Science,CONSUMER,Cosmetics/Personal Care,100,NYSE,94.63,-1.3,-1.22,32,-2.2,73,75,C+,A,C+,76
WW,W W International Inc,CONSUMER,Cosmetics/Personal Care,100,NASDAQ,12.56,-2.7,-0.36,774,-27.4,51,11,C+,-,D-,17
YSG,Yatsen Holding Cl A Ads,CONSUMER,Cosmetics/Personal Care,100,NYSE,1.54,-9.2,-0.16,1708,-32.3,15,2,C+,D,C-,14
CSV,Carriage Services Inc,CONSUMER,Funeral Svcs & Rel,60,NYSE,49.21,-1.2,-0.62,86,-33.5,80,94,B+,B,B-,94
HI,Hillenbrand Inc,CONSUMER,Funeral Svcs & Rel,60,NYSE,46.83,0.6,0.3,225,8.8,77,69,B+,A,C-,80
MATW,Matthews Intl Corp,CONSUMER,Funeral Svcs & Rel,60,NASDAQ,34.5,-1,-0.35,114,33,49,48,B+,B,C,63
SCI,Service Corp Intl,CONSUMER,Funeral Svcs & Rel,60,NYSE,63.07,2,1.22,442,-18.2,95,72,B+,A,B-,94
STON,Stonemor Inc,CONSUMER,Funeral Svcs & Rel,60,NYSE,2.5,2.9,0.07,88,10.7,19,44,B+,-,C+,34
ATER,Aterian Inc,CONSUMER,Hsehold-Appliances/Wares,167,NASDAQ,3.36,-2.9,-0.1,1915,-41.9,1,3,D,E,B+,6
BWMX,Betterware deMexico SAB,CONSUMER,Hsehold-Appliances/Wares,167,NASDAQ,22.61,0.2,0.05,101,8.7,69,15,D,A,C-,53
COOK,Traeger Inc,CONSUMER,Hsehold-Appliances/Wares,167,NYSE,9.76,-6.2,-0.64,1083,39.4,11,7,D,B,D,15
HBB,Hamilton Beach Bran Cl A,CONSUMER,Hsehold-Appliances/Wares,167,NYSE,13,-5.6,-0.77,25,68.3,54,22,D,B,C,38
IRBT,Irobot Corp,CONSUMER,Hsehold-Appliances/Wares,167,NASDAQ,65.14,-0.9,-0.58,241,-19.6,52,18,D,B,D,30
